Ensembl gene ID	NCBI gene ID
	100189149
	100189150
	100189151
	100189152
	100189153
	100189154
	100189155
	100189156
	100189157
ENSG00000215572	144847
	100189158
	100189159
	100189160
	100189161
	100189162
	100189163
	100189164
	100189165
	100189166
	100189167
ENSG00000119715	2103
	100189168
	100189169
	100189170
	100189171
	100189172
	100189173
	100189174
	100189175
	100189176
	100189177
ENSG00000196482	2104
	100189178
	100189179
	100189180
	100189181
	100189182
	100189183
	100189184
	100189185
	100189186
	100189187
	100189188
	100189189
	100189190
	100189191
	100189192
	100189193
	100189194
	100189195
	100189196
	100189197
	100189198
	100189199
	100189200
	100189201
	100189202
	100189203
	100189204
	100189205
	100189206
ENSG00000120705	2107
	100189207
	100189208
	100189209
	100189210
	100189211
	100189212
	100189213
	100189214
	100189215
	100189216
ENSG00000232757	6824
	100189217
	100189218
	100189219
	100189220
	100189221
	100189222
	100189223
	100189224
	100189225
	100189226
ENSG00000240132	6825
	100189227
	107985749
	100189229
	100189230
	100189231
	100189232
	100189233
	100189234
	100189235
	100189236
ENSG00000106546	196
ENSG00000233833	100132121
	100189237
	100189238
	100189239
	100189240
	100189242
	100189243
	100189244
	100189245
	100189246
ENSG00000140374	2108
	100189247
	100189248
	100189249
	100189250
	100189251
	100189252
	100189253
	100189254
	100189255
	100189256
ENSG00000105379	2109
	100189257
	100189258
	100189259
	100189260
	100189261
	100189262
	100189263
	100189264
	100189265
	100189266
ENSG00000171503	2110
	100189267
	100189268
	100189269
	100189270
	100189271
	100189272
	100189273
	100189274
	100189275
	100189276
	100189277
	100189278
	100189279
	100189280
	100189281
	100189282
	100189283
	100189284
	100189285
	100189286
	100189287
	100189288
	100189289
	100189290
	100189291
	100189292
	100189293
	100189294
	100189295
	100189296
	100189297
	100189298
	100189299
	100189300
	100189301
	100189302
	100189303
	107985751
	100189305
	100189306
	100189307
	100189308
	100189309
	100189310
	100189311
	100189312
ENSG00000134954	2113
	100189313
	100189314
	100189315
	100189316
	100189317
	100189318
	100189319
	100189320
	100189321
	100189322
ENSG00000157557	2114
	100189323
	100189324
	100189325
	100189326
	100189327
	100189328
	100189329
	100189330
	100189331
ENSG00000145192	197
ENSG00000006468	2115
	100189332
	100189333
	100189334
	100189335
	100189336
	100189337
	100189338
	100189339
	100189340
	100189341
ENSG00000105672	2116
	100189342
	100189343
	100189344
	100189345
	100189346
	100189347
	100189348
	100189349
	100189350
	100189351
ENSG00000117036	2117
	100189352
	100189353
	100189354
	100189355
	100189356
	100189357
	100189358
	100189359
	100189360
	100189361
ENSG00000175832	2118
	100189362
	100189363
	100189364
	100189365
	100189366
	100189367
	100189368
	100189369
	100189370
	100189371
ENSG00000244405	2119
	100189372
	100189373
	100189374
	100189375
	100189376
	100189377
	100189378
	100189379
	100189380
	100189381
ENSG00000139083	2120
	100189382
	100189383
	100189384
	100189385
	107985755
	100189387
	100189388
	100189389
	100189390
	107986682
ENSG00000149573	10205
	100189392
	100189393
	100189394
	100189395
	100189396
	100189397
	100189398
	100189399
	100189400
ENSG00000072840	2121
	107986683
	100189402
	100189404
	100189405
	100189406
	100189407
	100189408
	100189409
	100189410
ENSG00000085276	2122
	100189411
	100189412
	100189413
	100189414
	100189415
	100189416
	100189417
	100189418
	100189419
	100189420
ENSG00000126860	2123
	100189421
	100189422
	100189423
	100189424
	100189425
	100189426
	100189427
	100189428
	100189429
	100189430
ENSG00000154265	23461
ENSG00000185862	2124
	100189431
	100189432
	100189433
	100189434
	100189435
	100189436
	100189437
	100189438
	100189439
ENSG00000067208	7813
	100189440
	100189441
	100189442
	100189443
	100189444
	100189445
	100189446
	100189447
	100189448
	100189449
	100189450
	100189451
	100189452
	100189453
	100189454
	100189455
	100189456
	100189457
ENSG00000167880	2125
	100189458
	100189459
	100189460
	100189461
	100189462
	100189463
	100189464
	100189465
	100189466
	100189467
	100189468
	100189469
	100189470
	100189471
	100189472
	100189473
	100189474
	100189475
	100189476
	100189477
ENSG00000242752	100189478
	100189479
	100189480
	100189481
	100189482
	100189483
	100189484
	100189485
	107985759
ENSG00000106038	2128
	100189487
	100189488
	100189489
	100189490
	100189491
	100189492
	100189493
	100189494
ENSG00000174279	344191
	100189495
	100189496
	100189497
	107985748
	100189499
	100189500
	100189501
	100189502
	100189503
	100189504
ENSG00000182944	2130
	100189505
	100189506
	100189507
	100189508
	100189509
	100189510
	100189511
ENSG00000241225	100189512
	100189513
	100189514
	100189515
	100189516
	107985754
	100189518
	100189519
	100189520
	100189522
	107985760
	100189524
	100189525
	100189526
	100189527
	100189528
	100189529
	100189530
	100189531
	100189532
ENSG00000174371	9156
	100189533
	100189534
	100189535
	100189536
	100189537
	100189538
	100189539
	100189540
ENSG00000283787	102724536
ENSG00000182197	2131
ENSG00000187658	100190949
	442142
ENSG00000214336	344167
ENSG00000230528	339256
ENSG00000234235	100379249
ENSG00000205899	727857
	100169890
ENSG00000218792	100462985
ENSG00000253951	646440
ENSG00000151348	2132
ENSG00000249557	646273
ENSG00000216990	644016
ENSG00000228036	646910
ENSG00000213430	643300
ENSG00000249958	100288772
ENSG00000250444	402226
ENSG00000248351	100359397
ENSG00000234585	643180
ENSG00000255403	100462987
ENSG00000230584	390415
ENSG00000255964	283320
ENSG00000225569	100131638
ENSG00000251348	100359396
ENSG00000227000	100287140
ENSG00000226015	644131
ENSG00000215357	647298
ENSG00000257576	644745
	100462986
ENSG00000232610	100130481
ENSG00000217733	442267
ENSG00000158008	2134
ENSG00000250526	391739
ENSG00000242703	650172
ENSG00000256040	493913
ENSG00000214447	100528020
ENSG00000183981	139363
ENSG00000186105	100130733
ENSG00000236538	100419682
ENSG00000259738	100419866
ENSG00000214686	440956
ENSG00000214681	389124
ENSG00000162694	2135
ENSG00000226604	103611155
ENSG00000172965	541471
ENSG00000235162	387882
ENSG00000259330	100505573
ENSG00000235278	646592
ENSG00000163046	554226
ENSG00000234376	120126
ENSG00000223976	100287682
ENSG00000242854	100216505
	100216506
	100216507
	100216514
ENSG00000261792	100132031
	100132204
ENSG00000260897	728388
ENSG00000261491	644153
ENSG00000261708	100132100
ENSG00000012232	2137
ENSG00000260096	554175
ENSG00000260357	729809
ENSG00000246877	100128285
	100216515
	100216516
ENSG00000259637	100216517
	100216518
ENSG00000104313	2138
	400433
ENSG00000280038	440299
	100216466
	440303
	100216542
ENSG00000253771	646405
ENSG00000278110	729450
ENSG00000182397	196968
ENSG00000204472	199
ENSG00000064655	2139
ENSG00000259660	100216544
	107985332
ENSG00000170667	100271927
ENSG00000158161	2140
ENSG00000112319	2070
ENSG00000214860	645027
ENSG00000196369	647135
ENSG00000224236	286423
ENSG00000226976	285849
ENSG00000164236	651746
ENSG00000181626	342850
ENSG00000242445	728992
ENSG00000244009	402146
	100129454
ENSG00000217442	644186
ENSG00000276158	100302251
ENSG00000211543	100302117
ENSG00000221493	100302135
ENSG00000221063	100302150
ENSG00000222532	100302115
ENSG00000221017	100302255
ENSG00000221464	100302203
ENSG00000221445	100302246
ENSG00000221614	100302209
ENSG00000221421	100302265
ENSG00000221406	100313769
ENSG00000221525	100302157
ENSG00000221710	100302153
ENSG00000283768	100302274
ENSG00000108799	2145
ENSG00000221630	100302235
ENSG00000221540	100302256
ENSG00000284268	100302213
ENSG00000283799	100302132
ENSG00000221783	100302122
ENSG00000221533	100302111
ENSG00000221325	100302113
ENSG00000221456	100302259
ENSG00000221739	100302211
ENSG00000106462	2146
ENSG00000221288	100313824
ENSG00000221771	100302161
ENSG00000283200	100302170
ENSG00000221176	100302175
ENSG00000221261	100302281
ENSG00000221214	100313921
ENSG00000221760	100313914
ENSG00000221520	100302218
ENSG00000221238	100302268
ENSG00000221039	100302118
ENSG00000126218	2159
ENSG00000284415	100302133
ENSG00000221763	100302125
ENSG00000221287	100302134
ENSG00000221662	100302276
ENSG00000281842	100302221
ENSG00000221333	100313770
ENSG00000221604	100302220
ENSG00000221430	100302181
ENSG00000221390	100302178
ENSG00000283126	100302187
ENSG00000088926	2160
ENSG00000275377	100302167
ENSG00000221230	100302275
ENSG00000283507	100302227
ENSG00000284332	100302278
ENSG00000221055	100302128
ENSG00000221628	100302130
ENSG00000221091	100302146
ENSG00000221393	100302140
ENSG00000221768	100302147
ENSG00000131187	2161
ENSG00000221269	100302223
ENSG00000221552	100302284
ENSG00000284458	100302240
ENSG00000221227	100302270
ENSG00000283193	100302188
ENSG00000221594	100302192
ENSG00000221782	100313771
ENSG00000221436	100302159
ENSG00000221442	100313895
ENSG00000221348	100302239
ENSG00000124491	2162
ENSG00000284378	100302285
ENSG00000221502	100302219
ENSG00000283203	100302142
ENSG00000283857	100302145
ENSG00000283958	100302143
ENSG00000221598	100302149
ENSG00000221025	100302229
ENSG00000221479	100302289
ENSG00000221200	100302208
ENSG00000221265	100302193
ENSG00000221808	100302155
ENSG00000284193	100302168
ENSG00000221240	100302172
ENSG00000221754	100302236
ENSG00000221369	100313938
ENSG00000221586	100302228
ENSG00000221203	100302279
ENSG00000221251	100302148
ENSG00000221669	100302152
ENSG00000221187	100313772
ENSG00000221371	100302116
ENSG00000221510	100313829
ENSG00000221052	100302202
ENSG00000221650	100302286
ENSG00000221641	100302233
ENSG00000221563	100302177
ENSG00000238517	100302179
ENSG00000221033	100302184
ENSG00000143278	2165
ENSG00000221537	100313830
ENSG00000221801	100313773
ENSG00000221698	100302287
ENSG00000221616	100313884
ENSG00000221697	100302123
ENSG00000221634	100302121
ENSG00000221703	100313774
ENSG00000283218	100302131
ENSG00000180210	2147
ENSG00000221463	100302214
ENSG00000221263	100302288
ENSG00000221737	100302204
ENSG00000221275	100302277
ENSG00000221305	100302186
ENSG00000221494	100302191
ENSG00000221680	100302163
ENSG00000283476	100302182
ENSG00000284015	100302237
ENSG00000221792	100302254
ENSG00000221548	100302205
ENSG00000221264	100302112
ENSG00000221355	100302124
ENSG00000284481	100302138
ENSG00000221788	100302136
ENSG00000283207	100313806
ENSG00000221545	100313835
ENSG00000181104	2149
ENSG00000281696	100302234
ENSG00000284464	100302197
ENSG00000283867	100302174
ENSG00000283435	100302171
ENSG00000283210	100302166
ENSG00000221745	100302250
ENSG00000283894	100302212
ENSG00000283888	100302258
ENSG00000269782	100302127
ENSG00000164251	2150
ENSG00000222246	100302126
ENSG00000222831	100302139
ENSG00000223109	100302119
ENSG00000284239	100302257
ENSG00000283612	100302238
ENSG00000283320	100302282
ENSG00000211491	100313896
ENSG00000212051	100302195
ENSG00000221081	100302169
ENSG00000284125	100302183
ENSG00000164220	2151
ENSG00000221476	100302217
ENSG00000284416	100302263
ENSG00000284216	100302210
ENSG00000283416	100302261
ENSG00000222715	100302222
ENSG00000222321	100302144
ENSG00000222958	100302141
ENSG00000284433	100302137
ENSG00000222071	100302129
ENSG00000127533	9002
ENSG00000215367	100379220
ENSG00000204699	129870
ENSG00000229361	646759
ENSG00000204705	728231
ENSG00000228970	643615
ENSG00000188599	100874381
ENSG00000187902	729956
ENSG00000117525	2152
ENSG00000215845	100131187
ENSG00000214176	440456
ENSG00000214595	400954
ENSG00000253542	442388
ENSG00000183921	100288072
ENSG00000228611	100130462
	730394
ENSG00000198734	2153
ENSG00000214357	54492
ENSG00000231857	100129288
ENSG00000236027	100169851
ENSG00000237353	399968
ENSG00000182712	100272147
ENSG00000270971	392242
ENSG00000225530	160824
ENSG00000057593	2155
ENSG00000233543	677883
ENSG00000239511	728418
ENSG00000215906	646262
ENSG00000229266	29797
	100129643
ENSG00000224124	646074
ENSG00000226415	729708
	2156
ENSG00000224786	729338
ENSG00000227238	646640
ENSG00000223592	100421340
ENSG00000261089	647015
ENSG00000249751	641700
ENSG00000234911	441687
ENSG00000227742	441884
ENSG00000188573	345630
ENSG00000205476	317762
ENSG00000185010	2157
ENSG00000234883	114614
ENSG00000214300	441272
ENSG00000183318	388333
ENSG00000170092	442590
ENSG00000260097	729597
ENSG00000179994	441251
ENSG00000251078	100133074
ENSG00000225347	392301
ENSG00000288722	8263
ENSG00000235064	344371
ENSG00000234421	100131027
ENSG00000213212	100302751
ENSG00000234228	100379142
ENSG00000227298	285893
ENSG00000214237	646951
ENSG00000214268	100271259
ENSG00000237930	100129310
ENSG00000235145	100270872
ENSG00000227852	100129379
ENSG00000225971	100271600
ENSG00000241143	100270992
ENSG00000233291	100271539
ENSG00000242882	402193
ENSG00000240426	100271328
ENSG00000239602	100271318
ENSG00000216347	100129930
	100271104
ENSG00000219902	728010
ENSG00000242850	100130555
ENSG00000237226	730993
ENSG00000230721	388132
ENSG00000250318	729212
ENSG00000225251	100271204
	202122
ENSG00000227560	100271607
ENSG00000232701	100271434
	646161
ENSG00000232199	646620
ENSG00000244099	100271091
ENSG00000232713	344423
ENSG00000216471	643954
ENSG00000243721	729798
	646624
ENSG00000243697	401865
ENSG00000237213	100271291
	100270861
ENSG00000184961	100271214
ENSG00000224594	389655
ENSG00000226888	100271346
ENSG00000101981	2158
	391140
ENSG00000243167	100132372
ENSG00000233829	100270965
ENSG00000241634	100270928
ENSG00000239365	100271575
ENSG00000223409	100270943
ENSG00000244413	645809
	647034
ENSG00000269244	100271624
ENSG00000239438	100271574
ENSG00000244018	100271007
ENSG00000223568	100131893
ENSG00000225823	100271225
ENSG00000213657	644522
	100130750
ENSG00000241739	100271171
ENSG00000217181	100271176
ENSG00000236804	100270905
	100131333
ENSG00000243402	100131958
ENSG00000117480	2166
ENSG00000230064	100271389
ENSG00000237818	730861
	401206
ENSG00000267355	100129357
ENSG00000243287	100271074
ENSG00000231508	100271308
ENSG00000229806	729789
ENSG00000239683	100271542
ENSG00000228744	100271254
ENSG00000240601	100270857
ENSG00000204228	7923
ENSG00000187504	388401
	91561
ENSG00000242634	100216340
ENSG00000241825	100271223
ENSG00000230166	100271631
ENSG00000231362	100271024
ENSG00000227207	100270887
ENSG00000233979	100271455
ENSG00000227805	100271423
	286150
ENSG00000163586	2168
ENSG00000228462	728509
ENSG00000244712	100130792
ENSG00000241829	100271168
ENSG00000236667	100271298
	646949
ENSG00000213169	402150
ENSG00000226765	647158
	730177
ENSG00000234371	391598
ENSG00000241170	100271479
ENSG00000145384	2169
ENSG00000235354	100132499
ENSG00000230283	100271551
	645857
	391137
ENSG00000213051	730213
ENSG00000240270	100129801
	729293
ENSG00000215905	127295
ENSG00000241678	100271425
ENSG00000244540	100271638
ENSG00000121769	2170
ENSG00000223505	100132122
	100271556
	100271063
ENSG00000180172	338870
ENSG00000234839	100271111
	100127995
	100271515
	100271366
ENSG00000242325	100130192
ENSG00000233913	389342
ENSG00000233259	56677
	100270894
ENSG00000233260	100270755
	728823
ENSG00000226299	100131469
ENSG00000230777	100271124
ENSG00000242834	100271536
	100271338
ENSG00000242321	100271462
ENSG00000231164	728962
ENSG00000227309	100270985
ENSG00000170323	2167
ENSG00000213361	100271012
	441013
ENSG00000228884	391490
	343851
ENSG00000241097	100271642
ENSG00000229871	127406
ENSG00000214362	643981
ENSG00000216854	100129784
ENSG00000228646	100270983
ENSG00000244485	441775
ENSG00000112297	202
ENSG00000164687	2171
ENSG00000213470	100271475
	100128646
ENSG00000234559	100129819
ENSG00000233707	402100
ENSG00000244235	100271155
ENSG00000244244	100271597
ENSG00000225922	100130400
ENSG00000232439	100133038
ENSG00000213664	654170
ENSG00000241808	390735
ENSG00000170231	2172
ENSG00000240724	100271059
ENSG00000230071	100271033
ENSG00000214484	391387
ENSG00000232848	390993
ENSG00000220793	653737
	644934
ENSG00000241030	100129591
ENSG00000226658	100271459
ENSG00000267664	100271414
ENSG00000244432	100271520
ENSG00000164434	2173
ENSG00000232883	643779
	642740
ENSG00000225591	100131787
ENSG00000220237	100271098
ENSG00000242123	100271647
ENSG00000240793	100271343
	340443
ENSG00000226617	100271438
ENSG00000223877	388076
	100270900
ENSG00000205186	646480
ENSG00000242706	100271376
ENSG00000244551	100271503
	100271058
	100271227
ENSG00000224085	646685
ENSG00000243297	100271487
	100271237
ENSG00000233562	100271127
ENSG00000231810	100271610
ENSG00000223739	100130782
ENSG00000213157	391595
ENSG00000234272	100270976
ENSG00000243675	100271311
	100271052
ENSG00000176343	644338
ENSG00000229605	653665
ENSG00000225758	100271230
ENSG00000234088	100271142
ENSG00000243581	100271590
ENSG00000225443	100128072
ENSG00000213041	730255
	100271246
	100271062
ENSG00000239397	100129799
ENSG00000244390	100129227
ENSG00000184139	100271209
ENSG00000233072	100271141
ENSG00000244363	648000
ENSG00000242675	645412
ENSG00000226327	401537
ENSG00000244470	391679
	100128318
	100271282
ENSG00000236148	130773
	390107
ENSG00000236735	100271392
ENSG00000234619	100270823
ENSG00000243250	100128923
ENSG00000227224	391539
ENSG00000236533	391370
	440055
ENSG00000233084	653789
ENSG00000236047	100271277
ENSG00000240159	728365
ENSG00000239924	100271472
ENSG00000228599	646912
ENSG00000244451	100271495
ENSG00000239983	727792
ENSG00000230702	729203
ENSG00000223416	644928
ENSG00000214671	100270907
ENSG00000175886	388474
ENSG00000227008	100130183
ENSG00000240870	100270951
ENSG00000225124	100271296
	100270855
ENSG00000241612	645174
	100270828
ENSG00000243422	653236
ENSG00000151726	2180
ENSG00000240167	100270870
ENSG00000240531	100271448
ENSG00000231006	100130892
ENSG00000242595	100270967
ENSG00000231804	100271189
ENSG00000239198	389644
ENSG00000244585	643550
ENSG00000243181	100133273
ENSG00000233555	441440
ENSG00000230207	158345
ENSG00000163568	9447
ENSG00000123983	2181
ENSG00000214457	643971
ENSG00000215030	388344
ENSG00000229554	100270880
ENSG00000256358	645993
ENSG00000229503	100129141
ENSG00000233163	100271353
	100271348
ENSG00000226855	100270873
ENSG00000241103	100271314
ENSG00000234498	387841
ENSG00000068366	2182
ENSG00000213183	442237
ENSG00000239804	100132496
ENSG00000233762	401019
ENSG00000229168	392451
ENSG00000238263	100271421
ENSG00000242229	729150
ENSG00000239413	100130775
ENSG00000241556	643531
ENSG00000230451	100270903
ENSG00000216902	643851
ENSG00000216718	645452
ENSG00000242993	100271490
ENSG00000226624	100129553
ENSG00000213872	728572
ENSG00000235644	644911
	728428
ENSG00000242608	100271093
ENSG00000243175	100128888
ENSG00000224340	100270877
ENSG00000233565	647285
ENSG00000168040	8772
	728937
ENSG00000238111	100271060
ENSG00000225224	100130446
	100271431
ENSG00000169253	347292
ENSG00000236549	728971
ENSG00000239840	100271621
ENSG00000227361	100216342
ENSG00000234995	100271257
	729903
ENSG00000149485	3992
	341604
ENSG00000244217	100271133
ENSG00000213307	390612
ENSG00000244582	731688
ENSG00000223688	100128423
	100129952
ENSG00000233045	100127993
ENSG00000230406	402120
ENSG00000219133	641293
ENSG00000225352	100271477
ENSG00000134824	9415
ENSG00000226489	100271326
ENSG00000227337	389101
ENSG00000241749	204010
	389472
ENSG00000234566	100271399
ENSG00000213663	100271173
ENSG00000235425	100130435
ENSG00000241741	441034
	100271044
	100129421
ENSG00000221968	3995
	100270910
ENSG00000243592	727984
ENSG00000253109	100270922
ENSG00000242709	100270981
ENSG00000213399	400963
	729374
	729279
ENSG00000240925	100271563
	730070
ENSG00000241981	100271166
	100271079
ENSG00000244270	729215
	392358
ENSG00000230364	391135
	728311
ENSG00000213542	644236
ENSG00000223987	100130983
ENSG00000232625	100271460
	100132049
ENSG00000231361	100271588
ENSG00000185104	11124
ENSG00000179157	100132673
ENSG00000244674	652670
ENSG00000229087	100271108
	100129374
ENSG00000227887	100271106
	644388
ENSG00000244249	100270859
ENSG00000227097	646195
ENSG00000243822	100271102
ENSG00000220583	646766
ENSG00000103876	2184
ENSG00000240752	100271054
ENSG00000233189	100271274
ENSG00000217404	442257
ENSG00000232037	440575
ENSG00000244253	100271589
	646093
ENSG00000232723	100271069
	644068
	100271504
ENSG00000240873	100271384
ENSG00000110711	9049
ENSG00000229822	100129284
ENSG00000239212	100270848
ENSG00000226544	728620
ENSG00000238173	100270891
ENSG00000243396	391560
	100130225
ENSG00000226297	100270941
	100271572
ENSG00000236860	100271522
ENSG00000213433	729416
ENSG00000171634	2186
ENSG00000231333	100270998
ENSG00000243609	100271248
ENSG00000224011	729621
ENSG00000242087	100271644
	401817
	100271524
ENSG00000268785	729449
ENSG00000229753	100271379
ENSG00000217089	100271122
ENSG00000233900	100271284
ENSG00000187741	2175
ENSG00000243669	100271499
ENSG00000213876	728486
	100271088
ENSG00000226580	100271531
ENSG00000225147	100271056
ENSG00000243517	441632
ENSG00000240759	100131905
ENSG00000241670	728481
ENSG00000244052	100270841
ENSG00000240443	100271547
ENSG00000181544	2187
ENSG00000213519	100271010
ENSG00000226107	100271612
ENSG00000220694	100271152
ENSG00000213849	285260
ENSG00000242945	390856
	100271252
ENSG00000240320	100271592
ENSG00000243431	645160
ENSG00000224672	100270936
ENSG00000189343	125208
ENSG00000158169	2176
ENSG00000234524	100271387
ENSG00000213326	644315
ENSG00000214657	130678
ENSG00000241673	100271117
ENSG00000241888	100270915
	100270996
ENSG00000234135	100131846
	390576
ENSG00000236312	342994
ENSG00000213075	641311
ENSG00000144554	2177
	100131286
	100271086
	729257
ENSG00000231359	100271193
ENSG00000237551	100271184
ENSG00000228754	100132924
ENSG00000231414	647236
ENSG00000219773	728562
ENSG00000226339	100271400
ENSG00000213152	100271538
ENSG00000112039	2178
	654029
	728126
ENSG00000243053	100271485
ENSG00000218459	100271118
ENSG00000230188	100271186
ENSG00000183911	100271390
ENSG00000228375	100271235
ENSG00000244640	100131151
ENSG00000230508	392557
ENSG00000243672	100129199
ENSG00000183161	2188
	100270898
ENSG00000237676	100131230
ENSG00000213987	100271139
	343301
	133790
	392206
ENSG00000235926	100271241
ENSG00000233747	100271323
ENSG00000243568	100271443
ENSG00000242461	100271649
ENSG00000221829	2189
ENSG00000213744	646942
ENSG00000213385	646476
ENSG00000232867	100271513
ENSG00000224475	442712
ENSG00000226573	100271336
	100271285
ENSG00000214089	728374
ENSG00000244019	100270912
	100131730
ENSG00000267524	390857
ENSG00000232393	646784
ENSG00000242318	100271165
ENSG00000240435	100271552
ENSG00000243417	391706
ENSG00000213122	442260
	100271501
ENSG00000224776	644109
ENSG00000224685	100130034
ENSG00000234329	100270896
ENSG00000218632	442242
ENSG00000129221	23746
ENSG00000078098	2191
ENSG00000240454	100271518
ENSG00000224401	643507
ENSG00000244289	100271261
ENSG00000239524	100133162
ENSG00000215893	100271138
ENSG00000243687	100271313
ENSG00000232881	100271351
	100271350
ENSG00000233946	100271123
ENSG00000241680	100129882
ENSG00000152767	10160
ENSG00000232918	100270882
	100270901
ENSG00000227470	100271023
ENSG00000228071	146110
ENSG00000235045	441896
ENSG00000226428	100131338
ENSG00000242602	100131945
ENSG00000240237	100271185
	653314
ENSG00000229235	100271342
ENSG00000179115	2193
	642306
ENSG00000223508	644128
ENSG00000242358	100128912
ENSG00000244717	100129279
ENSG00000243914	100270835
ENSG00000229022	391181
ENSG00000225832	100271331
	100129934
ENSG00000213729	402069
ENSG00000230807	100271030
	442726
ENSG00000239354	100271363
ENSG00000235133	100271507
ENSG00000219722	100271191
ENSG00000243537	392271
ENSG00000275160	100132678
	100270945
ENSG00000215236	286348
	100131467
ENSG00000236768	729349
ENSG00000169710	2194
ENSG00000243141	100271620
	100271532
ENSG00000234851	647099
	100133108
ENSG00000237888	284064
	402184
ENSG00000241950	646077
	728979
ENSG00000240616	729389
	100271021
ENSG00000083857	2195
ENSG00000241002	100270993
ENSG00000244400	100271385
ENSG00000243601	100270924
ENSG00000237088	100271212
ENSG00000239763	100271446
ENSG00000244088	391825
	643627
ENSG00000214359	100271286
ENSG00000232778	728106
ENSG00000242320	100271449
ENSG00000086570	2196
	392282
ENSG00000231017	646233
ENSG00000225662	100270930
ENSG00000239694	100130676
ENSG00000227056	343495
	100271000
ENSG00000213147	728933
ENSG00000230897	388339
ENSG00000240509	100271003
ENSG00000243007	400389
ENSG00000149806	2197
ENSG00000242353	100271405
	391836
ENSG00000236111	440587
	391828
ENSG00000242052	442086
ENSG00000240125	728207
ENSG00000237314	100271410
	389435
ENSG00000226205	100271255
ENSG00000244743	100271635
ENSG00000244422	100132311
ENSG00000237827	100128863
ENSG00000230629	653658
ENSG00000239532	727821
ENSG00000232994	100129743
ENSG00000233380	645173
ENSG00000233329	100271067
ENSG00000240238	729241
	100130630
	645299
ENSG00000105202	2091
ENSG00000218300	100270960
ENSG00000244705	390578
	645018
ENSG00000244295	100271234
ENSG00000223445	100270846
ENSG00000213291	641790
ENSG00000228331	729259
ENSG00000243265	100271467
	100129939
ENSG00000269637	100133139
ENSG00000154262	23460
ENSG00000160224	326
ENSG00000077942	2192
ENSG00000229133	149224
ENSG00000233159	100129418
ENSG00000241722	729075
ENSG00000236509	100271391
ENSG00000235175	441533
ENSG00000244716	100132742
ENSG00000233254	728782
ENSG00000214015	644020
ENSG00000231688	100271163
ENSG00000240411	100270837
ENSG00000163520	2199
ENSG00000236189	392522
	646294
ENSG00000237041	729332
ENSG00000254252	728843
ENSG00000223968	100271115
ENSG00000241250	391655
ENSG00000280012	728484
ENSG00000216977	100271178
ENSG00000284670	645656
	646985
ENSG00000140092	10516
ENSG00000239881	100271584
	100270826
ENSG00000236439	653805
	100271202
ENSG00000241157	100271488
	391126
	100271094
ENSG00000241941	100271491
ENSG00000244048	100271076
	100271109
ENSG00000166147	2200
ENSG00000241052	100271619
ENSG00000242991	100271220
ENSG00000240366	441727
	100271066
	729842
ENSG00000225991	100271294
ENSG00000226292	401975
ENSG00000241809	100271151
ENSG00000243099	202789
ENSG00000240898	100129685
ENSG00000138829	2201
ENSG00000269721	100271464
ENSG00000233921	100128083
	442270
ENSG00000244043	100271585
ENSG00000240729	100271175
ENSG00000264217	100271633
ENSG00000224348	100271008
	100129424
ENSG00000242405	100271430
ENSG00000239412	729962
	100128519
ENSG00000236058	729340
ENSG00000243894	727951
ENSG00000232946	100128277
ENSG00000229677	100270940
ENSG00000243101	645957
ENSG00000244073	391777
	100132053
ENSG00000213726	100271250
ENSG00000165140	2203
	100271450
ENSG00000213363	645000
ENSG00000237139	100271567
ENSG00000241281	100130537
	100271301
ENSG00000223730	100271208
ENSG00000227753	642320
ENSG00000234751	100127949
ENSG00000227283	100271316
	100271049
ENSG00000130957	8789
	100128358
ENSG00000228848	100271084
	100271028
ENSG00000233416	100271101
ENSG00000230980	100271643
	100131196
ENSG00000239912	100271526
ENSG00000229865	100271483
	100271372
ENSG00000231837	100270868
ENSG00000186431	2204
	100271064
ENSG00000240674	100271169
ENSG00000213394	652624
ENSG00000244031	100271130
	100271082
	728453
ENSG00000219747	646104
ENSG00000225933	100133255
ENSG00000240827	100131527
ENSG00000242615	100271415
ENSG00000179639	2205
ENSG00000241451	100131418
ENSG00000235937	100271157
ENSG00000219253	100128162
ENSG00000223718	402694
ENSG00000234268	100129905
ENSG00000229994	643343
ENSG00000244740	391581
ENSG00000241782	100271427
	646966
ENSG00000243720	100271452
ENSG00000106992	203
ENSG00000223676	100130718
ENSG00000243711	100271444
	100129017
ENSG00000224856	100128393
	100128745
ENSG00000228301	100271147
ENSG00000224261	388707
ENSG00000233741	100129234
	401863
ENSG00000213653	100130922
ENSG00000158869	2207
ENSG00000219135	728567
ENSG00000229468	100271025
ENSG00000240821	654350
ENSG00000216639	100271210
	100133222
	390671
ENSG00000214062	100270851
ENSG00000213609	87688
ENSG00000243353	100271383
ENSG00000213461	100132265
ENSG00000104921	2208
ENSG00000232403	100270969
ENSG00000241654	100271288
	100129090
ENSG00000239988	100271486
ENSG00000233541	100271481
ENSG00000239830	100131614
ENSG00000218208	728590
ENSG00000239797	389156
ENSG00000233752	100270956
ENSG00000243164	645654
ENSG00000150337	2209
ENSG00000215003	646672
ENSG00000240698	100271244
ENSG00000244621	100271072
ENSG00000235552	645387
ENSG00000253964	100271196
ENSG00000234806	100131788
	100271136
ENSG00000184111	100271272
ENSG00000228657	100271616
ENSG00000219776	100271180
ENSG00000198019	2210
