"geneID" "HG002" "HG003" "WB100071" "WB100005" "WB100061" "WB100043" "WB100083" "WB100079" "WB100078" "WB100074" "WB100038" "WB100017"
"ENSG00000012822.16_7" 15123 20887 1555 6356 5843 2158 4380 1573 2472 3018 4355 1838
"ENSG00000012963.15_5" 4838 5016 317 1118 1324 372 318 244 335 388 775 264
"ENSG00000012983.11_6" 3300 8982 198 978 866 273 102 132 168 268 369 113
"ENSG00000013016.16_5" 1758 3714 208 389 773 174 168 106 128 200 283 104
"ENSG00000013275.8_4" 9950 9918 571 1924 2028 661 668 487 691 844 1511 964
"ENSG00000013288.9_5" 13074 15720 961 3586 3408 1343 1912 1036 1386 1469 2196 1151
"ENSG00000013293.6_6" 14 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000013297.12_5" 0 0 3 3 12 1 6 0 0 1 3 0
"ENSG00000013306.16_8" 45473 148693 23202 11052 38176 16791 36129 1707 6597 26102 37456 18762
"ENSG00000013364.19_5" 49091 38533 2386 12538 11945 3590 8636 3554 4419 5606 10778 7035
"ENSG00000013374.16_7" 22094 26633 955 3940 4288 1173 1480 956 1207 1384 2628 1063
"ENSG00000013375.16_9" 2622 1994 100 586 410 149 53 100 78 136 240 79
"ENSG00000013392.8_4" 500 254 31 146 114 49 9 41 34 51 93 24
"ENSG00000013441.16_6" 31804 28808 1370 9127 5870 1988 1872 1332 1162 2073 2692 1569
"ENSG00000013503.10_4" 574 1760 77 200 346 96 41 68 57 88 154 48
"ENSG00000013523.11_7" 2660 442 298 962 1099 378 213 211 285 390 580 247
"ENSG00000013561.18_8" 6506 4811 240 1043 923 269 190 197 267 291 601 210
"ENSG00000013563.14_7" 2450 1944 433 1208 1255 501 639 244 455 551 1045 567
"ENSG00000013573.17_6" 4078 3332 286 337 220 106 42 192 522 749 222 243
"ENSG00000013583.10_8" 1814 5877 144 429 660 222 218 159 173 234 441 266
"ENSG00000013588.9_7" 30 0 0 0 1 1 0 0 0 0 0 95
"ENSG00000013619.14_8" 414 0 14 50 44 11 6 12 9 16 52 33
"ENSG00000013725.14_6" 22965 26005 1987 8448 6466 2348 964 1262 2016 2856 4410 2213
"ENSG00000013810.19_5" 23191 21037 1417 5333 6054 2022 3761 1241 2431 2838 5020 3351
"ENSG00000014123.10_4" 7675 1898 322 1455 968 388 133 235 197 311 499 117
"ENSG00000014138.9_6" 1562 1734 169 604 660 221 176 142 195 271 467 192
"ENSG00000014164.7_5" 5550 4122 310 818 1091 394 757 263 463 616 1006 724
"ENSG00000014216.16_7" 27405 22846 1478 3482 6304 1747 2831 1311 2178 2321 3966 2387
"ENSG00000014257.16_4" 1613 506 100 641 782 218 407 158 162 271 329 210
"ENSG00000014641.20_7" 8432 5919 484 2274 1731 423 223 245 334 393 1199 652
"ENSG00000014824.14_5" 4402 5578 263 1063 793 281 127 192 191 235 432 168
"ENSG00000014914.21_5" 3909 2804 173 598 797 168 171 166 236 261 489 254
"ENSG00000014919.13_5" 4817 2216 342 1220 1410 396 408 337 403 391 865 388
"ENSG00000015133.19_5" 16251 20329 1807 7329 6336 2182 1138 1439 1877 2628 3680 1323
"ENSG00000015153.14_5" 4838 5986 134 540 333 174 133 124 122 148 207 90
"ENSG00000015171.19_4" 5749 1964 375 1588 1463 475 152 268 308 519 869 213
"ENSG00000015285.11_4" 48190 64383 2488 8141 10819 4039 10432 3208 4954 6262 7857 7936
"ENSG00000015413.9_6" 0 0 1 0 0 0 0 0 0 0 0 1
"ENSG00000015475.18_6" 14593 13407 698 3473 2984 873 2160 765 1248 1289 2861 1854
"ENSG00000015479.19_8" 1100 798 1555 8472 6323 2038 763 1341 1178 1668 3254 1268
"ENSG00000015520.14_7" 0 0 0 3 5 4 1 0 0 1 6 2
"ENSG00000015532.10_4" 4986 3642 296 1268 917 314 212 225 367 536 694 356
"ENSG00000015568.13_4" 22 26 312 1300 1099 373 192 290 239 338 675 514
"ENSG00000015592.16_5" 0 0 0 0 1 0 0 0 1 0 0 0
"ENSG00000015676.18_5" 11801 13022 739 2495 2501 834 492 497 835 859 1807 623
"ENSG00000016082.15_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000016391.11_7" 0 0 2 9 15 4 3 5 4 11 6 2
"ENSG00000016402.13_5" 101 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000016490.16_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000016602.9_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000016864.18_7" 4457 2874 244 1095 915 290 208 181 273 299 674 281
"ENSG00000017260.19_8" 7050 9815 359 1720 1715 474 372 365 449 421 947 316
"ENSG00000017427.17_6" 0 0 1 2 0 0 1 29 0 2 2 0
"ENSG00000017483.15_9" 3387 7022 1523 541 1761 367 1533 213 327 485 1077 670
"ENSG00000017797.13_5" 18129 30946 776 3271 4868 1413 3020 1168 1393 1546 3752 1280
"ENSG00000018189.13_5" 3071 5176 246 1125 879 306 100 211 192 237 472 222
"ENSG00000018236.15_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000018280.17_4" 28347 65343 2068 20023 10223 4229 18001 5571 6444 9445 10216 14820
"ENSG00000018408.14_5" 943 0 3 17 15 0 5 5 4 6 3 0
"ENSG00000018510.16_8" 7826 3072 274 1271 1338 320 226 268 261 347 681 232
"ENSG00000018607.6_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000018610.15_5" 4132 512 140 686 483 186 91 76 118 145 183 181
"ENSG00000018625.15_4" 20 0 1 0 4 1 0 0 0 0 3 0
"ENSG00000018699.13_6" 1591 788 104 395 536 112 57 78 101 153 230 131
"ENSG00000018869.16_7" 248 398 34 155 76 30 6 26 23 22 67 22
"ENSG00000019102.12_5" 204 2640 0 4 10 2 1 0 2 7 9 3
"ENSG00000019144.19_9" 219 152 6 32 31 15 6 7 4 27 30 10
"ENSG00000019169.10_4" 1546 1775 27 235 237 39 80 73 86 103 270 316
"ENSG00000019186.10_5" 2 0 2 19 5 1 0 0 0 5 3 0
"ENSG00000019485.13_6" 862 830 105 412 336 128 42 69 117 135 258 78
"ENSG00000019505.8_6" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000019549.13_8" 0 0 0 0 1 0 1 1 0 0 0 0
"ENSG00000019582.15_7" 715099 703289 35068 75592 122986 41107 23822 22051 37634 42575 71227 66676
"ENSG00000019991.18_8" 2468 478 28 144 246 79 85 51 43 70 121 42
"ENSG00000019995.6_4" 880 194 377 1501 1811 602 959 400 490 633 1134 534
"ENSG00000020129.16_5" 2974 1775 215 576 631 260 158 187 272 362 584 226
"ENSG00000020181.18_5" 518 1720 26 44 208 51 67 33 82 46 86 53
"ENSG00000020219.9_5" 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000020256.20_6" 1688 1456 94 274 360 113 47 77 103 140 214 65
"ENSG00000020426.11_5" 1494 104 44 198 132 42 13 24 18 33 94 35
"ENSG00000020577.14_5" 1476 2494 39 287 185 72 30 56 31 29 107 32
"ENSG00000020633.18_3" 41486 39109 1929 7339 4930 1857 1431 1422 2445 2463 4110 1622
"ENSG00000020922.13_9" 6124 9824 369 1249 1123 404 311 226 354 311 577 277
"ENSG00000021300.14_7" 3296 1096 381 701 914 464 63 121 239 708 757 342
"ENSG00000021355.13_5" 28044 43369 1607 8708 7201 1539 4439 1362 1929 2215 6099 2895
"ENSG00000021461.17_3" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000021488.13_5" 24 0 1 16 6 0 2 1 9 5 8 3
"ENSG00000021574.12_7" 7109 7484 246 1064 1115 345 460 325 320 314 510 213
"ENSG00000021645.19_7" 138 0 0 0 1 0 1 0 0 1 0 0
"ENSG00000021762.20_6" 3846 7838 349 1225 1107 396 265 323 660 445 1035 300
"ENSG00000021776.11_6" 8421 9618 450 1647 2399 635 466 475 523 653 1216 441
"ENSG00000021826.17_7" 0 0 3 4 7 2 2 2 1 2 5 0
"ENSG00000021852.13_6" 0 0 0 0 0 1 1 0 0 0 0 0
"ENSG00000022267.19_9" 904 1602 183 266 637 247 139 109 111 311 311 136
"ENSG00000022277.12_5" 18070 17044 1065 5182 5274 1659 4164 1187 1923 1899 4001 2498
"ENSG00000022355.18_9" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000022556.16_8" 2750 1404 70 580 202 29 91 66 22 154 204 112
"ENSG00000022567.9_5" 13845 16642 689 4066 3143 1302 4117 1155 1950 1895 3338 2849
"ENSG00000022840.16_7" 32324 60578 5044 7499 11469 5462 9126 1936 2716 4052 8678 4017
"ENSG00000022976.15_6" 1462 4003 261 1068 692 308 338 139 280 334 588 293
"ENSG00000023041.11_6" 8522 7470 385 1651 1418 488 378 287 368 498 930 387
"ENSG00000023171.18_7" 3142 5380 171 866 793 224 208 162 181 223 327 145
"ENSG00000023191.17_5" 24541 12488 1103 1896 4270 1410 1046 866 1543 1850 3048 2306
"ENSG00000023228.14_7" 5958 6769 478 1486 1920 558 544 446 488 521 1055 395
"ENSG00000023287.13_8" 9919 9784 385 2362 2396 753 760 559 447 605 1737 417
"ENSG00000023318.8_6" 12555 18165 571 3139 2914 839 1195 717 774 1135 1733 964
"ENSG00000023330.15_4" 9347 6786 348 999 1392 380 845 350 533 556 1122 622
"ENSG00000023445.16_5" 40853 26603 1062 4786 4679 1497 261 672 708 1362 2448 1041
"ENSG00000023516.9_4" 8658 6888 397 1638 1557 685 202 419 363 465 641 243
"ENSG00000023572.9_5" 1458 2497 70 340 267 89 61 60 76 80 141 58
"ENSG00000023608.5_5" 822 802 30 176 182 46 17 16 20 45 55 65
"ENSG00000023697.13_6" 3458 4724 139 549 509 160 140 99 129 105 318 133
"ENSG00000023734.11_5" 10747 7401 481 2147 1952 614 452 411 506 595 1263 568
"ENSG00000023839.12_6" 536 182 42 166 126 63 90 23 37 64 105 47
"ENSG00000023892.11_4" 30044 38788 1905 6610 5344 2045 3309 1416 2305 3164 5239 3340
"ENSG00000023902.14_5" 32929 33149 1746 6858 6937 2085 3556 1281 2070 2794 4529 3680
"ENSG00000023909.10_5" 2356 2078 120 532 455 113 168 141 131 163 268 89
"ENSG00000024048.10_4" 20753 40444 1126 4464 7109 1783 3939 1679 1950 2057 3998 1409
"ENSG00000024422.12_5" 0 0 5 0 12 2 8 5 3 14 3 6
"ENSG00000024526.17_6" 528 0 4 33 7 4 0 6 2 9 1 2
"ENSG00000024862.17_5" 7650 11634 271 1409 1217 413 624 261 446 380 904 366
"ENSG00000025039.15_5" 2433 422 123 419 688 169 634 127 183 202 414 229
"ENSG00000025156.13_7" 2106 726 161 655 479 201 44 97 101 189 328 108
"ENSG00000025293.17_5" 10716 9551 517 1858 2784 818 889 586 748 786 1495 591
"ENSG00000025423.11_5" 230 0 2 18 5 4 1 5 4 7 3 1
"ENSG00000025434.19_6" 540 270 52 178 129 55 45 33 56 58 129 79
"ENSG00000025708.14_7" 76414 74446 2096 10078 8265 1966 3961 2653 3367 4684 7179 7142
"ENSG00000025770.19_6" 6551 5110 377 1380 1091 456 395 268 514 507 911 690
"ENSG00000025772.8_5" 2480 1042 129 462 532 173 93 113 128 219 393 227
"ENSG00000025796.14_5" 10244 9960 483 1871 2176 647 328 447 441 635 1073 440
"ENSG00000025800.14_5" 14279 10515 715 2866 2879 917 886 639 934 1024 1794 760
"ENSG00000026025.16_7" 76743 91323 9153 24974 46764 11862 21926 10177 12409 17238 30709 26549
"ENSG00000026036.22_5" 398 26 291 913 610 343 145 199 324 383 628 338
"ENSG00000026103.22_5" 5639 3832 374 2390 1842 359 556 469 443 561 986 497
"ENSG00000026297.16_8" 41679 49706 2453 10350 13033 3479 12929 4785 4659 4927 12117 8559
"ENSG00000026508.19_9" 80408 89361 4127 17743 23772 6117 5695 4495 5108 7065 12713 5513
"ENSG00000026559.14_7" 1304 1767 52 118 162 65 18 13 19 96 113 14
"ENSG00000026652.15_7" 3926 3590 162 1490 559 242 155 205 153 207 382 134
"ENSG00000026751.17_5" 9654 14206 909 7229 2237 534 591 1083 996 494 1643 336
"ENSG00000026950.17_6" 55578 56648 2889 17179 10246 4208 4457 2963 3447 4026 5613 2525
"ENSG00000027001.10_6" 1728 222 51 142 173 50 28 38 50 46 90 36
"ENSG00000027075.15_6" 18871 17351 1417 6920 5262 1734 784 1218 1508 1857 3538 910
"ENSG00000027644.5_5" 0 0 0 1 0 0 0 1 1 0 0 0
"ENSG00000027697.15_8" 30948 20036 1371 7528 7073 1911 4050 1227 1536 1904 4844 3571
"ENSG00000027847.14_5" 2018 3933 240 703 522 219 160 135 226 330 475 330
"ENSG00000027869.11_5" 3343 5678 271 1174 824 247 161 242 422 414 654 288
"ENSG00000028116.17_5" 1957 2052 120 581 437 109 78 105 74 102 210 96
"ENSG00000028137.19_5" 93983 136495 5501 20240 29408 8150 16402 6063 10972 9907 17399 13904
"ENSG00000028203.18_5" 2270 1300 201 822 757 239 74 146 131 194 353 159
"ENSG00000028277.21_7" 55548 42790 1230 3305 4862 1475 923 1005 1227 1854 2591 1429
"ENSG00000028310.18_6" 8004 6944 446 1829 1498 500 359 295 481 578 1095 495
"ENSG00000028528.15_7" 24795 28575 1414 6240 5882 1747 2278 1282 1724 2139 4052 1674
"ENSG00000028839.10_6" 2756 1278 148 785 552 203 205 144 160 205 405 129
"ENSG00000029153.14_7" 0 0 4 43 41 14 2 12 6 12 31 6
"ENSG00000029363.17_9" 21022 30452 1266 6455 6220 1999 1655 1472 1347 2201 3166 1380
"ENSG00000029364.12_4" 5278 4112 463 1965 2113 621 563 416 578 634 1250 484
"ENSG00000029534.21_9" 1382 1986 342 293 691 397 312 97 115 276 414 206
"ENSG00000029559.7_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000029639.11_5" 1545 0 94 353 284 116 40 63 71 84 224 90
"ENSG00000029725.17_7" 6112 5363 527 2639 2394 653 366 458 449 549 1235 431
"ENSG00000029993.15_8" 338 0 17 75 54 26 19 31 10 17 28 33
"ENSG00000030066.13_6" 6184 8836 414 1461 1867 563 274 313 487 546 840 268
"ENSG00000030110.13_5" 12699 7086 511 2253 2000 473 933 448 698 855 1439 673
"ENSG00000030304.14_5" 199 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000030419.16_6" 3377 1512 307 1439 624 228 83 226 282 217 240 49
"ENSG00000030582.18_5" 121561 75886 3602 8161 18405 5684 13116 3746 8140 7914 11637 11255
"ENSG00000031003.10_5" 8692 3689 502 2342 2387 676 568 519 548 650 1257 386
"ENSG00000031081.11_6" 3856 2772 153 334 1038 217 104 156 186 242 410 166
"ENSG00000031691.7_4" 394 1200 23 148 69 13 6 15 5 12 23 16
"ENSG00000031698.13_5" 20321 16568 926 3152 3643 1019 975 718 1088 1554 2645 1555
"ENSG00000031823.14_6" 9854 13238 691 2545 2516 969 950 558 911 1286 1896 991
"ENSG00000032219.19_5" 17425 23430 358 1783 1963 610 534 436 351 565 994 395
"ENSG00000032389.12_10" 2698 1192 169 668 485 174 173 128 189 206 401 262
"ENSG00000032444.16_7" 20726 24751 921 3198 3867 1125 1365 850 1556 1536 3417 1740
"ENSG00000032742.17_6" 2154 1275 67 245 230 80 54 54 51 71 170 78
"ENSG00000033011.13_6" 3503 2047 150 627 544 189 105 142 183 273 392 247
"ENSG00000033030.15_7" 4921 7769 270 1492 1317 414 308 273 350 480 748 281
"ENSG00000033050.9_6" 1090 2834 479 1535 1855 525 265 380 463 674 1186 515
"ENSG00000033100.16_5" 12372 12263 686 2426 2556 867 1580 726 1087 1153 1877 1286
"ENSG00000033122.21_8" 693 572 1 44 6 3 0 4 3 0 13 0
"ENSG00000033170.17_5" 6148 2180 141 721 530 160 57 158 116 176 348 131
"ENSG00000033178.13_5" 6431 4947 380 1645 1425 457 284 378 304 468 841 271
"ENSG00000033327.13_8" 17707 21419 913 4664 6260 1856 7144 1925 2329 3469 3812 3112
"ENSG00000033627.16_5" 10881 2618 470 1819 2647 883 2129 465 952 1191 1426 1371
"ENSG00000033800.13_3" 14379 17537 921 4114 4605 1505 2305 1287 1235 2120 2798 1149
"ENSG00000033867.16_6" 5012 5720 316 1470 863 399 135 206 239 364 420 127
"ENSG00000034053.14_8" 4984 5958 512 1870 1247 447 271 279 364 731 1186 244
"ENSG00000034152.19_7" 22496 24316 1845 4360 6525 2245 6442 1420 3028 2744 5352 5000
"ENSG00000034239.11_5" 0 0 1 3 4 2 7 2 0 4 0 1
"ENSG00000034510.6_4" 226121 173116 7574 30606 20389 7430 3694 3593 3696 8989 17263 15079
"ENSG00000034533.11_7" 2201 2208 160 751 614 210 126 129 167 250 481 161
"ENSG00000034677.13_6" 10225 9309 465 2420 2252 842 675 570 493 699 1092 388
"ENSG00000034693.15_5" 1367 298 90 430 239 88 28 53 60 68 145 67
"ENSG00000034713.8_4" 13068 5830 720 3753 2842 974 2110 659 1094 1145 2387 1294
"ENSG00000034971.17_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000035115.22_8" 3977 3703 264 1358 1014 341 33 187 282 335 510 225
"ENSG00000035141.8_6" 3190 1975 196 1098 666 283 99 165 205 266 450 193
"ENSG00000035403.18_4" 16196 27632 1312 3574 8464 1662 2667 1112 1692 1996 3039 1181
"ENSG00000035499.13_5" 334 1051 8 44 15 5 6 14 4 7 5 3
"ENSG00000035664.11_7" 4370 11249 330 1735 1553 548 2387 540 759 932 1357 864
"ENSG00000035681.9_7" 12209 6328 469 1921 2339 651 747 426 565 775 1504 519
"ENSG00000035687.10_6" 11427 7784 568 1832 2166 731 403 430 489 698 1377 457
"ENSG00000035720.8_4" 3039 3120 78 264 260 102 17 35 48 50 141 123
"ENSG00000035862.12_6" 14694 18316 1280 4381 7386 1844 7266 1807 2801 2236 4240 3209
"ENSG00000035928.16_6" 7830 4538 355 1503 1879 469 250 394 395 454 983 335
"ENSG00000036054.13_5" 4712 4777 260 1451 1100 352 349 284 285 356 647 281
"ENSG00000036257.13_6" 9911 12062 648 3160 3785 1023 1287 746 771 879 1983 919
"ENSG00000036448.10_5" 1325 6398 36 100 72 31 98 10 20 36 112 15
"ENSG00000036473.8_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000036530.9_4" 62 0 3 3 4 3 7 0 2 9 2 4
"ENSG00000036549.13_7" 6426 3802 245 1175 1045 330 88 170 190 315 480 119
"ENSG00000036565.15_7" 163 0 5 14 20 1 1 0 0 9 6 6
"ENSG00000036672.16_6" 0 0 2 6 3 3 0 1 1 1 2 5
"ENSG00000036828.17_6" 0 0 0 1 0 0 1 1 1 1 1 0
"ENSG00000037042.9_4" 114 445 104 246 183 108 36 51 78 145 163 86
"ENSG00000037241.7_6" 549 66 22 163 92 20 6 7 3 13 31 43
"ENSG00000037280.16_7" 1060 28 65 163 329 65 26 55 124 109 124 69
"ENSG00000037474.15_5" 7656 12892 685 2383 2300 660 337 478 735 770 1437 517
"ENSG00000037637.11_6" 4921 5620 297 1243 1415 433 606 312 457 511 966 421
"ENSG00000037749.12_5" 1741 756 111 626 649 197 246 153 140 176 298 89
"ENSG00000037757.14_5" 2198 3816 401 1377 1069 454 201 246 409 694 851 273
"ENSG00000037897.17_8" 390 0 29 117 131 41 27 36 35 64 88 74
"ENSG00000037965.6_5" 0 0 0 0 0 0 1 0 0 1 0 0
"ENSG00000038002.9_5" 2739 1280 201 719 694 164 70 114 135 207 302 107
"ENSG00000038210.14_7" 4024 4400 94 530 457 200 48 148 104 143 240 66
"ENSG00000038219.13_5" 37440 47894 809 3797 6694 1791 3047 1715 1405 1700 2471 1099
"ENSG00000038274.17_5" 27684 27064 1438 6492 5384 1916 2039 1250 1760 1706 3607 1103
"ENSG00000038295.8_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000038358.15_5" 6327 7107 812 2654 2978 1097 875 601 1076 1411 2411 1066
"ENSG00000038382.20_5" 2616 2656 259 657 1118 345 174 252 252 242 434 195
"ENSG00000038427.16_6" 37105 47421 1772 5760 18238 3502 2461 2692 2956 3331 6500 3748
"ENSG00000038532.16_8" 6592 3580 288 1042 1268 460 459 325 365 504 772 327
"ENSG00000038945.15_8" 1056 3242 21 75 179 19 38 46 34 19 53 42
"ENSG00000039068.19_7" 634 226 8 6 33 5 6 4 9 6 12 3
"ENSG00000039123.16_6" 11225 3713 409 1789 1997 465 232 312 342 338 993 367
"ENSG00000039139.9_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000039319.17_6" 6705 6001 277 1799 1701 480 821 570 379 529 777 379
"ENSG00000039523.20_8" 9205 8550 701 1771 3112 915 1451 713 1294 1316 2098 1636
"ENSG00000039537.13_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000039560.14_7" 0 0 6 4 21 6 9 6 6 1 7 2
"ENSG00000039600.11_5" 0 225 1 2 2 1 0 1 1 1 0 2
"ENSG00000039650.12_7" 6705 7338 377 1500 1110 552 720 434 673 710 1124 620
"ENSG00000039987.7_6" 0 0 0 1 3 0 2 0 0 0 1 2
"ENSG00000040199.18_8" 1122 402 109 372 460 148 36 88 94 127 228 84
"ENSG00000040275.17_8" 1304 0 54 259 143 54 3 29 33 25 101 27
"ENSG00000040341.18_9" 2842 5235 182 845 719 194 209 158 182 278 427 133
"ENSG00000040487.13_6" 1648 105 82 233 265 90 127 78 117 152 243 188
"ENSG00000040531.16_6" 2318 2189 155 545 560 158 193 138 206 288 441 193
"ENSG00000040608.14_7" 8 0 10 36 47 9 13 14 25 32 50 23
"ENSG00000040633.13_6" 5376 8360 396 1867 1800 558 1046 420 658 953 1417 874
"ENSG00000040731.10_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000040933.16_4" 19795 23340 1374 6708 4777 1933 1463 1310 1532 1744 2911 766
"ENSG00000041353.10_6" 264 1762 137 357 404 123 95 65 65 114 119 26
"ENSG00000041357.16_5" 13477 3530 326 2278 1326 318 243 235 207 246 671 479
"ENSG00000041515.16_4" 165 0 1 0 3 0 0 1 10 0 24 7
"ENSG00000041802.11_6" 8296 9316 461 1394 1329 401 222 253 328 437 870 363
"ENSG00000041880.14_5" 2386 200 140 321 251 116 71 68 135 177 217 125
"ENSG00000041982.16_6" 0 0 2 1 18 7 66 43 0 16 1 0
"ENSG00000041988.15_6" 2400 1432 117 535 437 149 129 85 138 176 396 233
"ENSG00000042062.13_9" 1216 898 21 32 38 26 24 0 9 18 14 12
"ENSG00000042088.14_8" 4168 3036 245 837 934 317 100 143 260 354 587 225
"ENSG00000042286.15_5" 1292 3523 69 280 162 70 50 58 75 94 116 57
"ENSG00000042304.12_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000042317.17_9" 814 0 20 45 57 25 17 7 10 27 51 16
"ENSG00000042429.12_5" 1445 54 271 1251 1258 392 364 306 355 386 869 265
"ENSG00000042445.14_7" 3626 5312 236 747 921 268 325 199 276 313 658 221
"ENSG00000042493.16_5" 23373 16494 1046 2289 3422 859 2123 634 996 1832 2779 3255
"ENSG00000042753.12_4" 7590 11676 528 1333 1517 489 660 282 523 474 1419 1141
"ENSG00000042781.14_6" 95 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000042813.8_8" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000042832.12_4" 133 24 8 31 77 23 50 21 7 15 56 27
"ENSG00000042980.13_4" 5868 1604 339 762 730 444 308 132 270 257 459 240
"ENSG00000043039.7_4" 0 0 0 0 1 0 0 0 0 0 1 0
"ENSG00000043093.15_9" 5396 4384 304 1249 1112 354 481 257 273 372 624 263
"ENSG00000043143.20_4" 17543 16578 1226 4554 4722 1684 981 1004 1550 1813 3014 970
"ENSG00000043355.12_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000043462.12_7" 50980 55252 2539 12105 13088 3432 6006 3048 3848 5069 7488 6370
"ENSG00000043514.17_7" 3316 2654 127 453 494 143 70 109 137 98 287 104
"ENSG00000043591.6_5" 0 0 1 15 11 3 3 2 7 9 3 7
"ENSG00000044012.4_4" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000044090.10_4" 1487 468 195 754 576 304 192 206 237 312 527 274
"ENSG00000044115.21_8" 10046 16200 661 1404 3815 836 1552 764 728 917 2140 1007
"ENSG00000044446.12_5" 4573 10647 528 2471 2271 745 1394 646 809 918 1643 781
"ENSG00000044459.15_5" 308 0 30 64 95 19 29 30 17 31 48 37
"ENSG00000044524.11_4" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000044574.8_5" 27457 44694 1392 5763 9040 1796 2919 2603 2187 2035 5208 5165
"ENSG00000046604.13_4" 0 0 2 3 21 2 1 1 1 1 3 0
"ENSG00000046647.13_7" 1562 960 84 405 239 99 46 64 77 106 167 102
"ENSG00000046651.15_6" 7309 7316 518 2574 1659 538 229 354 383 556 727 434
"ENSG00000046653.15_6" 338 630 3 4 7 9 7 2 3 4 2 1
"ENSG00000046774.10_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000046889.19_5" 0 0 0 0 1 1 1 0 0 0 1 0
"ENSG00000047056.16_6" 6070 9056 596 2395 2192 858 767 563 739 759 1356 484
"ENSG00000047188.16_4" 4654 11624 407 1450 1314 491 198 309 339 461 642 210
"ENSG00000047230.15_7" 833 814 74 207 215 85 40 44 87 75 118 56
"ENSG00000047249.18_8" 5159 6764 199 646 927 258 344 194 306 261 581 257
"ENSG00000047315.17_5" 14905 17526 1093 4134 4741 1427 1022 856 1056 1254 2700 889
"ENSG00000047346.12_7" 5403 8147 381 2168 1764 624 510 513 406 588 874 341
"ENSG00000047365.12_6" 7731 8026 448 3083 1967 508 354 488 422 547 755 226
"ENSG00000047410.14_5" 30676 24916 1213 4687 8065 1922 1714 1633 1358 2211 3904 1513
"ENSG00000047457.14_6" 2 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000047578.13_8" 4036 5114 332 1631 1386 512 747 352 534 597 990 521
"ENSG00000047579.20_5" 6744 5946 185 777 578 195 178 169 210 211 417 261
"ENSG00000047597.7_6" 1345 1246 62 59 166 123 135 36 23 84 131 36
"ENSG00000047617.15_7" 0 0 1 1 3 1 0 0 1 1 1 0
"ENSG00000047621.12_6" 4784 2833 95 677 407 115 58 80 93 125 260 93
"ENSG00000047634.15_6" 2467 2524 115 786 250 206 12 43 66 159 130 58
"ENSG00000047644.19_4" 10593 15641 694 3730 3707 1141 2658 969 1470 1726 2386 1252
"ENSG00000047648.23_8" 108 604 25 47 138 28 32 13 11 24 29 5
"ENSG00000047662.5_5" 14 0 0 5 2 1 2 1 2 2 0 0
"ENSG00000047849.21_9" 11243 6734 584 1608 3208 808 483 611 625 926 1615 504
"ENSG00000047932.14_7" 3928 1531 366 1748 1351 500 180 301 291 433 641 186
"ENSG00000047936.10_4" 94 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000048028.11_6" 4963 3879 430 2069 1245 411 225 309 399 365 703 207
"ENSG00000048052.21_7" 4706 2027 199 595 646 251 206 163 235 218 270 189
"ENSG00000048140.18_7" 3632 8884 397 2136 1085 421 366 289 433 535 1134 385
"ENSG00000048162.21_5" 1531 1208 86 435 273 81 47 46 83 117 227 128
"ENSG00000048342.16_9" 914 2336 3 8 24 7 2 4 6 4 12 8
"ENSG00000048392.12_4" 6322 9615 305 1834 1744 612 1061 533 548 573 880 335
"ENSG00000048405.10_8" 8368 7995 314 1323 1059 405 243 318 301 350 629 222
"ENSG00000048462.11_6" 726 1199 26 148 32 16 6 74 9 9 21 25
"ENSG00000048471.14_5" 6249 6571 410 897 1954 568 336 377 393 513 817 350
"ENSG00000048540.15_9" 152 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000048544.6_5" 6334 3158 258 900 901 286 196 163 211 216 604 275
"ENSG00000048545.14_5" 0 0 0 0 0 0 0 0 0 0 0 0
