"geneID" "HG002" "HG003" "WB100071" "WB100005" "WB100061" "WB100043" "WB100083" "WB100079" "WB100078" "WB100074" "WB100038" "WB100017"
"ENSG00000248909.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248911.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248912.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248913.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248915.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248916.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248918.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248919.7_7" 0 0 106 432 319 135 86 83 111 187 285 182
"ENSG00000248920.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248921.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248924.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248925.1_8" 0 0 0 3 0 1 0 1 1 1 0 2
"ENSG00000248926.1_5" 0 0 2 1 0 0 0 0 0 2 0 0
"ENSG00000248927.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248928.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248929.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248930.1_5" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000248931.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248933.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248935.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248939.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248942.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248943.1_7" 0 0 1 1 2 2 0 2 0 0 0 1
"ENSG00000248944.1_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248946.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248949.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248951.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248954.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248955.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248956.1_4" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000248962.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248964.7_8" 0 0 0 2 0 0 0 0 0 0 0 0
"ENSG00000248965.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248967.1_5" 0 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000248968.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248969.1_7" 0 0 0 2 2 1 0 1 1 0 1 0
"ENSG00000248973.3_10" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248975.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248977.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248978.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248979.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248980.1_7" 0 0 0 0 0 0 1 0 1 0 1 0
"ENSG00000248984.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248987.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248988.1_6" 0 0 1 6 0 1 2 3 0 2 1 0
"ENSG00000248990.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248991.1_6" 0 0 1 1 1 1 0 1 0 0 0 0
"ENSG00000248993.1_8" 0 0 282 853 893 354 169 164 255 388 590 420
"ENSG00000248995.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248998.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249000.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249001.5_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249002.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249003.1_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249004.1_4" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000249005.3_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249006.1_5" 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000249007.1_8" 0 0 0 5 1 0 2 1 1 1 2 4
"ENSG00000249008.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249012.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249013.1_4" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000249016.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249017.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249018.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249019.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249021.1_6" 0 0 0 0 0 0 0 5 0 0 1 0
"ENSG00000249022.2_7" 0 0 0 0 0 0 0 0 1 0 0 1
"ENSG00000249023.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249025.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249026.2_5" 0 0 2 0 2 1 0 0 0 0 0 0
"ENSG00000249028.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249034.1" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249036.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249038.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249041.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249045.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249047.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249048.2_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249049.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249050.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249051.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249052.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249053.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249054.2_6" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000249055.1_4" 0 0 0 0 1 0 0 1 0 0 0 1
"ENSG00000249056.1_5" 0 0 0 0 1 1 0 0 0 0 0 0
"ENSG00000249057.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249061.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249064.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249065.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249066.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249068.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249069.8_7" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249071.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249072.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249073.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249074.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249077.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249079.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249081.1_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249082.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249084.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249085.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249086.1_7" 0 0 0 2 0 1 0 1 0 0 0 1
"ENSG00000249089.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249091.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249092.1_5" 0 0 1 2 2 0 0 1 0 0 3 0
"ENSG00000249094.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249098.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249099.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249100.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249101.1_5" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249102.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249104.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249105.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249106.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249109.1_6" 0 0 1 1 1 1 0 1 1 3 1 2
"ENSG00000249111.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249112.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249114.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249116.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249122.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249125.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249127.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249128.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249131.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249135.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249139.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249140.1_5" 0 0 1 4 0 1 0 1 0 0 0 0
"ENSG00000249141.1_7" 0 0 343 1122 1884 425 1463 561 657 454 1621 1569
"ENSG00000249142.1_5" 0 0 0 1 1 1 1 0 0 1 1 2
"ENSG00000249145.3_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249148.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249149.2_6" 0 0 1 0 1 0 0 1 0 0 0 0
"ENSG00000249152.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249153.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249156.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249157.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249158.7_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249159.6_10" 0 0 5 3 3 0 0 1 1 1 4 0
"ENSG00000249162.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249163.3_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249166.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249167.2_6" 0 0 0 0 1 0 0 0 0 0 1 0
"ENSG00000249169.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249170.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249173.6_8" 0 0 0 42 9 3 24 2 3 6 11 12
"ENSG00000249174.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249175.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249176.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249177.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249180.1_7" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249183.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249184.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249186.2_8" 0 0 1 0 0 0 0 0 0 0 0 1
"ENSG00000249188.1_5" 0 0 0 2 1 1 0 0 0 0 0 0
"ENSG00000249189.1_6" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000249191.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249192.1_5" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000249193.1_2" 0 0 1 1 2 3 0 0 1 0 0 0
"ENSG00000249196.6_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249197.1_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249198.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249199.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249200.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249201.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249203.2_8" 0 0 0 9 0 5 0 0 0 0 0 0
"ENSG00000249206.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249209.2_8" 0 0 226 962 709 158 123 95 104 133 503 492
"ENSG00000249210.1_2" 0 0 5 1 4 5 0 0 0 0 1 2
"ENSG00000249212.1_4" 0 0 0 1 0 0 1 2 0 0 0 0
"ENSG00000249213.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249214.2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249215.1_4" 0 0 5 4 2 6 0 0 0 0 3 1
"ENSG00000249216.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249219.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249225.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249226.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249228.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249229.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249230.1_3" 0 0 0 0 1 0 0 0 0 1 0 0
"ENSG00000249231.8_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249234.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249235.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249236.2_7" 0 0 1 2 3 2 0 0 0 1 3 1
"ENSG00000249237.5_8" 0 0 0 0 1 0 0 0 0 0 1 0
"ENSG00000249238.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249239.2_6" 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000249240.2_7" 0 0 160 869 1142 277 716 299 363 507 707 314
"ENSG00000249241.1_6" 0 0 1 0 1 0 0 0 1 0 1 0
"ENSG00000249244.1_6" 0 0 5 10 3 12 8 4 4 1 3 6
"ENSG00000249247.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249249.2_7" 0 0 7 18 11 7 1 3 4 2 10 11
"ENSG00000249253.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249255.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249256.2_5" 0 0 1 1 0 0 0 0 0 0 0 1
"ENSG00000249257.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249259.3_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249261.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249262.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249263.2_4" 0 0 0 1 0 0 0 0 0 0 1 0
"ENSG00000249266.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249267.7_7" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249269.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249270.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249271.2_6" 0 0 1 1 1 0 0 0 0 0 0 0
"ENSG00000249272.1_4" 0 0 13 59 38 24 24 24 29 10 42 45
"ENSG00000249274.1_4" 0 0 10 22 53 9 32 14 12 8 14 14
"ENSG00000249275.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249276.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249277.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249278.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249279.6_7" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249282.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249283.3_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249285.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249286.1_5" 0 0 0 3 2 2 0 3 2 0 4 2
"ENSG00000249287.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249288.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249289.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249290.5_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249293.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249295.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249297.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249301.1_5" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000249302.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249304.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249305.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249306.6_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249307.7_8" 0 0 3 5 5 1 3 0 0 1 0 1
"ENSG00000249309.1_6" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000249311.4_5" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249312.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249316.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249317.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249318.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249319.2_7" 0 0 80 195 169 78 122 61 79 102 144 117
"ENSG00000249320.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249321.1_2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249326.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249328.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249330.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249332.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249333.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249334.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249337.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249338.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249343.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249345.8_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249346.7_8" 0 0 0 4 0 0 0 0 0 1 0 0
"ENSG00000249347.1_5" 0 0 0 0 1 0 0 0 0 1 0 0
"ENSG00000249349.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249351.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249352.4_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249357.2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249359.3_8" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000249360.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249362.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249363.1_7" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249364.6_9" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249367.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249368.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249372.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249373.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249375.8_8" 0 0 0 2 2 0 1 0 1 0 2 0
"ENSG00000249378.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249379.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249380.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249381.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249382.3_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249383.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249386.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249387.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249392.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249395.3_7" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000249400.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249403.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249404.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249405.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249406.3_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249407.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249409.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249410.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249411.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249412.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249413.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249416.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249417.1_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249418.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249419.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249421.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249425.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249429.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249433.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249435.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249441.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249443.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249444.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249446.2_2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249448.1_4" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000249449.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249451.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249452.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249453.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249454.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249456.1_7" 0 0 19 102 112 39 44 17 37 21 73 29
"ENSG00000249458.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249460.2_9" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249462.1_2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249463.1_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249464.6_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249465.1_4" 0 0 0 4 4 6 0 0 1 2 1 0
"ENSG00000249467.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249472.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249474.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249478.1_6" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249479.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249481.7_6" 0 0 0 0 0 0 0 0 1 0 0 0
"ENSG00000249482.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249484.9_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249486.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249487.7_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249488.1_4" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000249489.1_4" 0 0 2 0 2 1 0 0 1 0 0 0
"ENSG00000249490.2_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249491.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249493.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249494.6_8" 0 0 1 9 6 4 0 3 1 2 2 1
"ENSG00000249495.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249497.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249500.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249501.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249503.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249504.3_3" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249505.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249506.3_4" 0 0 0 0 0 2 0 0 0 0 1 1
"ENSG00000249509.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249510.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249513.2_8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249514.1_4" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249515.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249518.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249519.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249520.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249521.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249522.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249525.1_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249526.1_6" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249531.2_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249532.5_9" 0 0 0 0 2 0 0 0 0 0 2 0
"ENSG00000249534.2_7" 0 0 0 1 0 0 0 0 0 1 0 0
"ENSG00000249539.1_2" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249540.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249541.1_6" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249542.2_5" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249545.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249547.1_7" 0 0 0 0 0 0 0 0 0 0 0 0
