"Geneid" "HG002" "HG003"
"ENSG00000050748.17_9" 6150 5222
"ENSG00000050767.17_7" 0 0
"ENSG00000050820.17_10" 0 0
"ENSG00000051009.11_5" 7665 7751
"ENSG00000051108.15_8" 10126 23635
"ENSG00000051128.19_7" 1318 0
"ENSG00000051180.17_5" 1013 0
"ENSG00000051341.14_6" 19 0
"ENSG00000051382.9_4" 4798 5534
"ENSG00000051523.11_6" 119228 75711
"ENSG00000051596.10_5" 2108 248
"ENSG00000051620.11_6" 7104 8830
"ENSG00000051825.15_8" 3676 5082
"ENSG00000052126.14_6" 413 12
"ENSG00000052344.16_5" 0 0
"ENSG00000052723.12_5" 7767 2482
"ENSG00000052749.14_9" 8957 8288
"ENSG00000052795.13_5" 1662 1490
"ENSG00000052802.13_5" 3646 4640
"ENSG00000052841.15_5" 10593 13136
"ENSG00000052850.8_7" 14 0
"ENSG00000053108.17_6" 2 0
"ENSG00000053254.15_8" 14533 13992
"ENSG00000053328.8_3" 0 0
"ENSG00000053371.12_8" 6007 4545
"ENSG00000053372.5_5" 3373 2838
"ENSG00000053438.11_6" 0 146
"ENSG00000053501.13_5" 2270 1656
"ENSG00000053524.12_6" 705 0
"ENSG00000053702.15_5" 692 928
"ENSG00000053747.16_5" 57 0
"ENSG00000053770.12_5" 8781 6934
"ENSG00000053900.10_3" 6524 6974
"ENSG00000053918.18_9" 5048 3626
"ENSG00000054116.12_5" 8089 5062
"ENSG00000054118.15_7" 31591 27588
"ENSG00000054148.18_5" 4760 1840
"ENSG00000054179.12_6" 0 0
"ENSG00000054219.11_6" 4573 3883
"ENSG00000054267.22_7" 34156 38654
"ENSG00000054277.14_6" 456 691
"ENSG00000054282.16_4" 3794 383
"ENSG00000054356.14_7" 1 0
"ENSG00000054392.13_6" 309 0
"ENSG00000054523.17_5" 5115 7420
"ENSG00000054598.9_7" 0 0
"ENSG00000054611.14_5" 9622 4843
"ENSG00000054654.18_8" 13775 17503
"ENSG00000054690.14_6" 94 0
"ENSG00000054793.14_7" 480 22
"ENSG00000054796.13_5" 0 0
"ENSG00000054803.4_5" 0 0
"ENSG00000054938.15_7" 0 0
"ENSG00000054965.10_5" 9922 16217
"ENSG00000054967.13_5" 3247 5876
"ENSG00000054983.17_7" 5142 10544
"ENSG00000055044.11_4" 6740 3875
"ENSG00000055070.17_4" 21363 11322
"ENSG00000055118.15_5" 404 68
"ENSG00000055130.17_5" 9894 14919
"ENSG00000055147.19_6" 4428 3684
"ENSG00000055163.20_7" 44088 35658
"ENSG00000055208.19_6" 23493 16120
"ENSG00000055211.14_5" 2745 4761
"ENSG00000055332.18_8" 46189 50266
"ENSG00000055483.19_9" 7998 9942
"ENSG00000055609.18_7" 11494 19756
"ENSG00000055732.13_5" 10 0
"ENSG00000055813.6_5" 0 0
"ENSG00000055917.15_7" 31282 24449
"ENSG00000055950.16_5" 4774 1111
"ENSG00000055955.17_7" 239 0
"ENSG00000055957.11_6" 218 0
"ENSG00000056050.7_8" 1840 256
"ENSG00000056097.16_5" 13656 18450
"ENSG00000056277.16_5" 628 750
"ENSG00000056291.17_4" 0 0
"ENSG00000056487.16_7" 0 0
"ENSG00000056558.11_5" 15451 10081
"ENSG00000056586.16_7" 11442 8818
"ENSG00000056736.10_6" 264 40
"ENSG00000056972.20_9" 1654 3859
"ENSG00000056998.20_6" 0 0
"ENSG00000057019.16_7" 719 0
"ENSG00000057149.16_6" 0 0
"ENSG00000057252.13_4" 10974 9706
"ENSG00000057294.15_7" 2 6
"ENSG00000057468.7_5" 0 0
"ENSG00000057593.14_3" 0 0
"ENSG00000057608.17_8" 45053 44960
"ENSG00000057657.17_9" 7062 8034
"ENSG00000057663.16_7" 4054 900
"ENSG00000057704.13_7" 10368 14460
"ENSG00000057757.10_7" 6107 6123
"ENSG00000057935.13_5" 3463 1874
"ENSG00000058056.9_5" 2330 878
"ENSG00000058063.16_6" 14756 21190
"ENSG00000058085.15_5" 0 0
"ENSG00000058091.17_7" 2754 1646
"ENSG00000058262.10_4" 26072 18109
"ENSG00000058272.19_8" 24866 36723
"ENSG00000058335.15_4" 57 0
"ENSG00000058404.20_8" 87 0
"ENSG00000058453.17_5" 3662 4236
"ENSG00000058600.16_8" 4885 5783
"ENSG00000058668.14_5" 14176 20520
"ENSG00000058673.16_7" 0 0
"ENSG00000058729.11_8" 2018 556
"ENSG00000058799.15_5" 5605 4281
"ENSG00000058804.12_5" 1164 2640
"ENSG00000058866.15_7" 1357 634
"ENSG00000059122.16_3" 9322 9749
"ENSG00000059145.19_6" 5567 3466
"ENSG00000059377.18_5" 19945 34788
"ENSG00000059378.13_6" 35698 35782
"ENSG00000059573.9_5" 7124 2996
"ENSG00000059588.10_5" 6063 4424
"ENSG00000059691.12_6" 2465 3788
"ENSG00000059728.11_5" 90329 185476
"ENSG00000059758.8_8" 9952 10958
"ENSG00000059769.20_5" 1332 0
"ENSG00000059804.16_6" 49256 72244
"ENSG00000059915.17_7" 1322 30
"ENSG00000060069.17_3" 7713 6777
"ENSG00000060138.13_8" 30379 86375
"ENSG00000060140.9_8" 172 0
"ENSG00000060237.17_8" 26915 30824
"ENSG00000060303.5_3" 0 0
"ENSG00000060339.14_8" 14483 15732
"ENSG00000060491.16_6" 21359 25374
"ENSG00000060558.4_4" 1394 2724
"ENSG00000060566.14_4" 0 0
"ENSG00000060642.11_7" 3074 914
"ENSG00000060656.20_5" 42 0
"ENSG00000060688.13_6" 6330 4117
"ENSG00000060709.15_6" 0 550
"ENSG00000060718.22_7" 66 1
"ENSG00000060749.15_5" 1854 380
"ENSG00000060762.19_5" 5152 5739
"ENSG00000060971.18_6" 11528 7430
"ENSG00000060982.15_7" 278 4940
"ENSG00000061273.18_6" 26855 22886
"ENSG00000061337.15_6" 18 0
"ENSG00000061455.11_4" 0 0
"ENSG00000061492.12_4" 89 0
"ENSG00000061656.10_8" 10 0
"ENSG00000061676.15_6" 386 4
"ENSG00000061794.13_5" 4173 3592
"ENSG00000061918.13_5" 1146 2562
"ENSG00000061936.9_4" 11206 15829
"ENSG00000061938.19_9" 29364 19149
"ENSG00000061987.16_6" 9156 4026
"ENSG00000062038.14_5" 0 0
"ENSG00000062096.15_4" 0 0
"ENSG00000062194.16_4" 21159 19810
"ENSG00000062282.15_8" 7269 15427
"ENSG00000062370.16_8" 0 0
"ENSG00000062485.19_9" 20711 20459
"ENSG00000062524.16_5" 782 126
"ENSG00000062582.14_6" 2 0
"ENSG00000062598.18_7" 8740 13633
"ENSG00000062650.19_7" 10184 10202
"ENSG00000062716.13_5" 58991 74391
"ENSG00000062725.10_5" 4637 6330
"ENSG00000062822.15_6" 652 6165
"ENSG00000063015.20_7" 0 17
"ENSG00000063046.17_5" 70627 58441
"ENSG00000063127.16_8" 1035 0
"ENSG00000063169.10_7" 5594 2410
"ENSG00000063176.16_7" 2912 2081
"ENSG00000063177.13_7" 79372 48461
"ENSG00000063180.9_5" 1331 1128
"ENSG00000063241.8_8" 1191 1064
"ENSG00000063244.12_6" 26544 23640
"ENSG00000063245.15_7" 16487 6457
"ENSG00000063322.15_6" 8064 6813
"ENSG00000063438.17_6" 0 0
"ENSG00000063515.2_4" 0 0
"ENSG00000063587.15_5" 4615 1534
"ENSG00000063601.17_7" 9642 12437
"ENSG00000063660.9_5" 0 0
"ENSG00000063761.16_6" 1402 4062
"ENSG00000063854.13_5" 8403 7739
"ENSG00000063978.16_6" 16522 14507
"ENSG00000064012.22_10" 30826 38455
"ENSG00000064042.18_5" 196 0
"ENSG00000064102.15_5" 3106 2340
"ENSG00000064115.11_8" 3092 2866
"ENSG00000064195.7_5" 0 0
"ENSG00000064199.6_2" 0 0
"ENSG00000064201.16_8" 10176 4006
"ENSG00000064205.10_4" 43 0
"ENSG00000064218.5_7" 0 0
"ENSG00000064225.12_5" 3393 2510
"ENSG00000064270.12_6" 112 0
"ENSG00000064300.9_5" 0 0
"ENSG00000064309.14_4" 0 0
"ENSG00000064313.12_6" 4313 2854
"ENSG00000064393.16_6" 6127 8472
"ENSG00000064419.13_5" 12549 6504
"ENSG00000064489.23_6" 65 198
"ENSG00000064490.14_6" 7762 10136
"ENSG00000064545.15_9" 2074 1802
"ENSG00000064547.14_6" 16452 14652
"ENSG00000064601.19_5" 15611 18223
"ENSG00000064607.17_5" 19093 13700
"ENSG00000064651.14_5" 1710 1900
"ENSG00000064652.11_4" 1860 0
"ENSG00000064655.19_7" 0 0
"ENSG00000064666.15_7" 83755 86325
"ENSG00000064687.13_4" 37020 13209
"ENSG00000064692.19_7" 0 0
"ENSG00000064703.12_4" 3432 3186
"ENSG00000064726.10_7" 5324 7724
"ENSG00000064763.11_7" 2443 2174
"ENSG00000064787.13_6" 366 0
"ENSG00000064835.11_8" 0 93
"ENSG00000064886.14_6" 5546 664
"ENSG00000064932.16_5" 29157 38798
"ENSG00000064933.18_5" 1983 3700
"ENSG00000064961.19_5" 7444 9079
"ENSG00000064989.13_5" 56 0
"ENSG00000064995.18_6" 4285 5488
"ENSG00000064999.15_7" 2364 4475
"ENSG00000065000.19_8" 16295 12336
"ENSG00000065029.15_6" 5811 3168
"ENSG00000065054.14_6" 196 616
"ENSG00000065057.9_8" 637 2120
"ENSG00000065060.17_4" 2986 3022
"ENSG00000065135.12_6" 18230 21081
"ENSG00000065150.21_7" 12264 14534
"ENSG00000065154.12_4" 4592 2162
"ENSG00000065183.16_4" 5800 2332
"ENSG00000065243.20_6" 10348 10719
"ENSG00000065268.11_4" 4220 1458
"ENSG00000065308.5_5" 2448 4590
"ENSG00000065320.9_4" 0 52
"ENSG00000065325.13_5" 0 0
"ENSG00000065328.16_4" 0 0
"ENSG00000065357.20_5" 38247 41768
"ENSG00000065361.16_5" 12 0
"ENSG00000065371.17_5" 0 0
"ENSG00000065413.20_7" 26421 36036
"ENSG00000065427.14_8" 27083 20497
"ENSG00000065457.10_9" 4212 5204
"ENSG00000065485.20_6" 469 436
"ENSG00000065491.8_3" 2709 4930
"ENSG00000065518.8_4" 6840 2068
"ENSG00000065526.12_5" 15897 19704
"ENSG00000065534.18_5" 726 1681
"ENSG00000065548.18_5" 11586 7320
"ENSG00000065559.15_5" 5491 5589
"ENSG00000065600.12_6" 2081 278
"ENSG00000065609.14_9" 102 0
"ENSG00000065613.15_7" 6394 11806
"ENSG00000065615.14_4" 11088 16181
"ENSG00000065618.21_8" 222 606
"ENSG00000065621.15_4" 264 1108
"ENSG00000065665.21_5" 1760 3424
"ENSG00000065675.15_5" 6762 4551
"ENSG00000065717.15_7" 2042 768
"ENSG00000065802.12_4" 6533 5296
"ENSG00000065809.13_8" 33781 33908
"ENSG00000065833.9_5" 178 890
"ENSG00000065882.16_5" 21887 17838
"ENSG00000065883.16_6" 15779 15175
"ENSG00000065911.12_4" 5062 9031
"ENSG00000065923.10_7" 3509 3493
"ENSG00000065970.9_4" 5036 3668
"ENSG00000065978.19_5" 67069 99418
"ENSG00000065989.16_6" 2154 124
"ENSG00000066027.12_5" 21489 15404
"ENSG00000066032.18_7" 0 4
"ENSG00000066044.15_6" 10696 8214
"ENSG00000066056.14_4" 12 0
"ENSG00000066084.13_4" 11742 17364
"ENSG00000066117.15_6" 10971 8412
"ENSG00000066135.13_6" 1444 2898
"ENSG00000066136.20_4" 10851 14037
"ENSG00000066185.13_5" 0 0
"ENSG00000066230.12_8" 0 4
"ENSG00000066248.15_7" 0 0
"ENSG00000066279.18_6" 278 208
"ENSG00000066294.15_4" 15091 10516
"ENSG00000066322.15_6" 12887 18246
"ENSG00000066336.12_4" 90812 108550
"ENSG00000066379.15_4" 2238 1298
"ENSG00000066382.16_4" 642 10
"ENSG00000066405.13_4" 0 1
"ENSG00000066422.5_5" 11442 5610
"ENSG00000066427.24_9" 3624 9113
"ENSG00000066455.13_4" 4593 3514
"ENSG00000066468.23_7" 0 0
"ENSG00000066557.6_5" 2225 3853
"ENSG00000066583.12_6" 2314 1116
"ENSG00000066629.18_8" 12 0
"ENSG00000066651.20_9" 680 0
"ENSG00000066654.14_7" 11147 5216
"ENSG00000066697.14_6" 0 652
"ENSG00000066735.14_4" 0 0
"ENSG00000066739.12_5" 4453 3602
"ENSG00000066777.9_7" 10064 11878
"ENSG00000066813.14_5" 16 0
"ENSG00000066827.16_9" 1608 466
"ENSG00000066855.16_6" 2632 2390
"ENSG00000066923.17_6" 89 883
"ENSG00000066926.12_5" 3913 2734
"ENSG00000066933.16_7" 4675 4302
"ENSG00000067048.17_6" 12061 0
"ENSG00000067057.17_5" 5385 3626
"ENSG00000067064.11_6" 6086 9150
"ENSG00000067066.17_6" 61386 64344
"ENSG00000067082.15_5" 73494 59004
"ENSG00000067113.17_6" 364 293
"ENSG00000067141.17_5" 117 1098
"ENSG00000067167.8_5" 27796 24172
"ENSG00000067177.15_6" 238 0
"ENSG00000067182.8_4" 44225 61321
"ENSG00000067191.16_6" 739 1823
"ENSG00000067208.14_5" 1060 4750
"ENSG00000067221.14_8" 1703 2548
"ENSG00000067225.18_7" 98268 77838
"ENSG00000067248.10_6" 2259 7201
"ENSG00000067334.14_6" 7709 7990
"ENSG00000067365.15_5" 2290 2089
"ENSG00000067369.14_6" 2573 3192
"ENSG00000067445.21_9" 295 0
"ENSG00000067533.6_4" 2116 262
"ENSG00000067560.12_7" 104890 115482
"ENSG00000067596.12_7" 12170 18326
"ENSG00000067601.8_7" 571 0
"ENSG00000067606.17_6" 1269 705
"ENSG00000067646.12_5" 2351 0
"ENSG00000067704.10_4" 5557 11248
"ENSG00000067715.14_5" 32 0
"ENSG00000067798.16_6" 0 0
"ENSG00000067829.19_6" 8863 6534
"ENSG00000067836.13_8" 2431 3028
"ENSG00000067840.12_5" 1314 3982
"ENSG00000067842.17_4" 0 2
"ENSG00000067900.8_6" 28961 25782
"ENSG00000067955.15_6" 12067 13870
"ENSG00000067992.15_8" 10239 9656
"ENSG00000068001.14_8" 972 167
"ENSG00000068024.16_5" 6261 11153
"ENSG00000068028.17_5" 18926 13701
"ENSG00000068078.18_6" 0 0
"ENSG00000068079.8_3" 18679 23257
"ENSG00000068097.15_6" 3316 1092
"ENSG00000068120.15_8" 9836 14010
"ENSG00000068137.15_5" 0 0
"ENSG00000068305.17_7" 7944 7296
"ENSG00000068308.13_6" 16067 19749
"ENSG00000068323.17_5" 17285 21162
"ENSG00000068354.16_6" 5175 5844
"ENSG00000068366.20_7" 15965 12256
"ENSG00000068383.19_5" 1749 6623
"ENSG00000068394.11_5" 5390 2020
"ENSG00000068400.13_6" 12230 10586
"ENSG00000068438.15_5" 3576 5948
"ENSG00000068489.13_6" 1563 1315
"ENSG00000068615.19_8" 0 0
"ENSG00000068650.18_5" 8193 23316
"ENSG00000068654.16_6" 5762 6135
"ENSG00000068697.7_5" 12896 17094
"ENSG00000068724.17_7" 13655 10319
"ENSG00000068745.15_5" 9412 6989
"ENSG00000068781.21_4" 146 0
"ENSG00000068784.13_5" 4962 5646
"ENSG00000068796.18_8" 14453 13855
"ENSG00000068831.19_6" 64028 66853
"ENSG00000068878.15_5" 12926 9572
"ENSG00000068885.15_9" 1552 664
"ENSG00000068903.20_7" 5995 5420
"ENSG00000068912.14_5" 5390 690
"ENSG00000068971.14_5" 5747 4265
"ENSG00000068976.14_5" 2448 616
"ENSG00000068985.5_5" 0 0
"ENSG00000069011.16_5" 26 0
"ENSG00000069018.19_5" 0 0
"ENSG00000069020.18_4" 2106 4
"ENSG00000069122.19_6" 0 0
"ENSG00000069188.17_6" 610 278
"ENSG00000069206.15_4" 0 0
"ENSG00000069248.12_5" 4649 6182
"ENSG00000069275.13_5" 19816 22943
"ENSG00000069329.18_7" 20678 13573
"ENSG00000069345.12_6" 8095 10054
"ENSG00000069399.15_6" 11750 12094
"ENSG00000069424.15_4" 37273 32364
"ENSG00000069431.11_5" 0 4
"ENSG00000069482.7_4" 205 0
"ENSG00000069493.15_8" 28082 23223
"ENSG00000069509.6_5" 1680 2212
"ENSG00000069535.14_5" 0 0
"ENSG00000069667.16_8" 8344 9542
"ENSG00000069696.7_4" 7 0
"ENSG00000069702.11_7" 3088 4454
"ENSG00000069764.10_4" 368 0
"ENSG00000069812.11_5" 156 0
"ENSG00000069849.11_6" 8005 9134
"ENSG00000069869.16_6" 166 1642
"ENSG00000069943.10_4" 3779 6041
"ENSG00000069956.12_5" 4014 4
"ENSG00000069966.18_4" 4626 3527
"ENSG00000069974.16_7" 21332 29770
"ENSG00000069998.12_6" 3046 4482
"ENSG00000070010.19_9" 7992 6672
"ENSG00000070018.9_7" 680 0
"ENSG00000070019.5_5" 132 0
"ENSG00000070031.4_5" 412 0
"ENSG00000070047.13_5" 10522 7412
"ENSG00000070061.15_8" 5421 1080
"ENSG00000070081.17_8" 6710 4608
"ENSG00000070087.14_6" 0 42
"ENSG00000070159.14_5" 346 0
"ENSG00000070182.21_8" 922 1330
"ENSG00000070190.13_6" 17292 20122
"ENSG00000070193.5_5" 0 0
"ENSG00000070214.16_4" 5865 8706
"ENSG00000070269.14_5" 2688 1380
"ENSG00000070366.14_8" 2561 2136
"ENSG00000070367.16_6" 7492 1718
"ENSG00000070371.16_6" 1209 194
"ENSG00000070388.11_3" 0 0
"ENSG00000070404.10_8" 2058 912
"ENSG00000070413.20_7" 23132 20490
"ENSG00000070423.18_7" 8388 6126
"ENSG00000070444.15_5" 5694 1989
"ENSG00000070476.15_5" 9030 5973
"ENSG00000070495.14_5" 5307 4186
"ENSG00000070501.12_4" 4537 13085
"ENSG00000070526.15_6" 354 2364
"ENSG00000070540.13_7" 4131 4608
"ENSG00000070601.10_6" 0 0
"ENSG00000070610.14_5" 11931 10808
"ENSG00000070614.15_5" 9572 12576
"ENSG00000070669.17_6" 212 0
"ENSG00000070718.12_6" 1464 2805
"ENSG00000070729.14_6" 271 0
"ENSG00000070731.11_6" 767 50
"ENSG00000070748.19_4" 0 0
"ENSG00000070756.16_8" 330674 358106
"ENSG00000070759.17_5" 1062 2756
"ENSG00000070761.8_5" 3448 1604
"ENSG00000070770.9_6" 1190 2580
"ENSG00000070778.13_6" 4 0
"ENSG00000070785.17_8" 1484 2409
"ENSG00000070808.16_7" 0 0
"ENSG00000070814.22_9" 10598 7729
"ENSG00000070831.17_9" 71126 59930
"ENSG00000070882.13_8" 5242 1576
"ENSG00000070886.12_5" 0 0
"ENSG00000070915.10_5" 385 108
"ENSG00000070950.10_6" 696 2050
"ENSG00000070961.15_5" 18571 21855
"ENSG00000070985.13_5" 0 0
"ENSG00000071051.14_5" 6587 5149
"ENSG00000071054.16_8" 28036 23971
"ENSG00000071073.13_6" 16746 14016
"ENSG00000071082.11_5" 18013 11426
"ENSG00000071127.17_5" 58941 65133
"ENSG00000071189.21_5" 5260 5166
"ENSG00000071203.9_8" 0 0
"ENSG00000071205.12_4" 580 1234
"ENSG00000071242.12_7" 354 727
"ENSG00000071243.16_4" 3898 5946
"ENSG00000071246.11_5" 491 815
"ENSG00000071282.12_5" 0 0
"ENSG00000071462.12_7" 8930 4404
"ENSG00000071537.14_6" 11690 12676
"ENSG00000071539.14_6" 1 0
"ENSG00000071553.17_6" 18298 17197
"ENSG00000071564.17_9" 13580 12853
"ENSG00000071575.11_3" 18130 12892
"ENSG00000071626.17_5" 19127 19049
"ENSG00000071655.18_7" 8544 2741
"ENSG00000071677.1_4" 0 0
"ENSG00000071794.16_6" 2764 2642
"ENSG00000071859.15_4" 8882 9815
"ENSG00000071889.16_6" 4262 2458
"ENSG00000071894.17_8" 20082 9353
"ENSG00000071909.18_5" 80 0
"ENSG00000071967.12_4" 4900 3104
"ENSG00000071991.9_5" 0 0
"ENSG00000071994.11_8" 9713 4708
"ENSG00000072041.17_6" 86 0
"ENSG00000072042.13_7" 8780 13898
"ENSG00000072062.14_5" 19559 25528
"ENSG00000072071.16_7" 3169 4579
"ENSG00000072080.11_7" 0 0
"ENSG00000072110.13_7" 36330 51998
"ENSG00000072121.16_7" 9914 14408
"ENSG00000072133.11_5" 0 0
"ENSG00000072134.15_8" 455 0
"ENSG00000072135.13_5" 34057 27838
"ENSG00000072163.19_6" 2306 4
"ENSG00000072182.12_5" 0 0
"ENSG00000072195.15_3" 1122 904
"ENSG00000072201.14_7" 336 1
"ENSG00000072210.19_7" 6197 7226
"ENSG00000072274.13_6" 3179 4192
"ENSG00000072310.17_6" 13936 7420
"ENSG00000072315.3_3" 0 0
"ENSG00000072364.13_5" 7094 11103
"ENSG00000072401.15_4" 12037 35269
"ENSG00000072415.9_8" 1293 1116
"ENSG00000072422.17_5" 217 0
"ENSG00000072444.10" 0 0
"ENSG00000072501.18_4" 12456 21851
"ENSG00000072506.13_5" 5820 5610
"ENSG00000072518.20_4" 22416 23053
"ENSG00000072571.20_7" 470 0
"ENSG00000072609.17_6" 14303 12270
"ENSG00000072657.9_6" 54 0
"ENSG00000072682.18_8" 134 380
"ENSG00000072694.21_5" 5457 5993
"ENSG00000072736.19_7" 10927 7056
"ENSG00000072756.17_4" 2274 3098
"ENSG00000072778.20_4" 17136 21119
"ENSG00000072786.13_6" 62931 67148
"ENSG00000072803.17_5" 7488 5662
"ENSG00000072818.12_7" 50548 45488
"ENSG00000072832.15_6" 178 0
"ENSG00000072840.13_5" 0 544
"ENSG00000072849.11_6" 4091 3396
"ENSG00000072858.10_3" 4888 2078
"ENSG00000072864.15_6" 4707 5494
"ENSG00000072952.18_8" 8156 7245
"ENSG00000072954.7_5" 1054 0
"ENSG00000072958.8_6" 15670 15734
"ENSG00000073008.15_6" 1630 318
"ENSG00000073050.12_6" 2577 3535
"ENSG00000073060.16_7" 2161 1016
"ENSG00000073067.14_5" 0 0
"ENSG00000073111.14_6" 2384 950
"ENSG00000073146.16_5" 0 30
"ENSG00000073150.14_6" 2798 4538
"ENSG00000073169.14_7" 5711 1322
"ENSG00000073282.13_5" 54 0
"ENSG00000073331.18_7" 9568 18116
"ENSG00000073350.14_5" 6042 5676
"ENSG00000073417.15_7" 2512 3232
"ENSG00000073464.12_7" 782 5060
"ENSG00000073536.18_5" 1626 1970
"ENSG00000073578.17_6" 1140 191
"ENSG00000073584.20_9" 1438 264
"ENSG00000073598.6_4" 0 0
"ENSG00000073605.18_6" 6116 14030
"ENSG00000073614.13_6" 25601 20495
"ENSG00000073670.14_6" 0 0
"ENSG00000073711.11_6" 846 0
"ENSG00000073712.15_8" 58 0
"ENSG00000073734.10_9" 0 0
"ENSG00000073737.16_6" 6944 16168
"ENSG00000073754.6_6" 0 0
"ENSG00000073756.12_5" 2330 5324
"ENSG00000073792.16_5" 1540 6662
"ENSG00000073803.14_8" 1403 1814
"ENSG00000073849.15_5" 34426 35881
"ENSG00000073861.3_4" 10222 7484
"ENSG00000073905.8_5" 2 9
"ENSG00000073910.22_8" 9678 12167
"ENSG00000073921.18_7" 41101 71433
"ENSG00000073969.18_5" 5330 5391
"ENSG00000074047.21_4" 0 0
"ENSG00000074054.18_8" 5682 6212
"ENSG00000074071.15_5" 3801 3119
"ENSG00000074181.9_5" 226 0
"ENSG00000074201.9_7" 10690 3734
"ENSG00000074211.14_5" 0 0
"ENSG00000074219.14_7" 4 500
"ENSG00000074266.21_6" 5157 2434
"ENSG00000074276.10_4" 0 0
"ENSG00000074317.11_6" 0 230
"ENSG00000074319.13_7" 8784 5890
"ENSG00000074356.17_7" 9505 4892
"ENSG00000074370.18_6" 72643 63497
"ENSG00000074410.14_6" 0 0
"ENSG00000074416.14_10" 2054 4283
"ENSG00000074527.13_5" 318 0
"ENSG00000074582.15_7" 1922 1830
"ENSG00000074590.13_5" 136 0
"ENSG00000074603.19_8" 8420 8624
"ENSG00000074621.14_6" 1196 240
"ENSG00000074657.13_6" 1614 2354
"ENSG00000074660.16_7" 4039 4994
"ENSG00000074695.6_5" 5582 8848
"ENSG00000074696.13_5" 5910 4138
"ENSG00000074706.13_8" 11136 5031
"ENSG00000074755.15_7" 12990 19464
"ENSG00000074771.4_5" 0 0
"ENSG00000074800.16_9" 99793 64614
"ENSG00000074803.20_7" 2928 0
"ENSG00000074842.8_7" 6364 4570
"ENSG00000074855.11_6" 776 1352
"ENSG00000074935.14_5" 2337 2332
"ENSG00000074964.17_5" 3345 3476
"ENSG00000074966.11_5" 6531 8187
"ENSG00000075035.10_5" 258 0
"ENSG00000075043.18_8" 0 0
"ENSG00000075073.15_5" 1 0
"ENSG00000075089.9_4" 3578 2
"ENSG00000075131.10_8" 940 510
"ENSG00000075142.14_5" 7090 4543
"ENSG00000075151.20_5" 5600 11399
"ENSG00000075188.9_6" 2558 1999
"ENSG00000075213.11_8" 0 0
"ENSG00000075218.19_5" 619 68
"ENSG00000075223.14_5" 270 1652
"ENSG00000075234.17_6" 4404 4662
"ENSG00000075239.14_4" 2107 1573
"ENSG00000075240.17_5" 7662 6202
"ENSG00000075275.17_7" 1075 1228
"ENSG00000075290.8_4" 0 0
"ENSG00000075292.19_5" 16211 16424
"ENSG00000075303.13_5" 5029 8915
"ENSG00000075336.12_5" 1502 1248
"ENSG00000075340.23_6" 414 1852
"ENSG00000075388.4_5" 0 0
"ENSG00000075391.16_7" 279 0
"ENSG00000075399.14_9" 4528 4453
"ENSG00000075407.18_4" 4231 3283
"ENSG00000075413.18_7" 15619 24887
"ENSG00000075415.13_8" 30630 24065
"ENSG00000075420.13_4" 9378 8980
"ENSG00000075426.12_5" 19541 27201
"ENSG00000075429.9_4" 224 0
"ENSG00000075461.6_4" 94 0
"ENSG00000075539.15_6" 10687 18443
"ENSG00000075568.17_5" 7031 19096
"ENSG00000075618.18_4" 1176 1
"ENSG00000075624.16_8" 954226 1117180
"ENSG00000075643.6_5" 0 0
"ENSG00000075651.16_6" 738 404
"ENSG00000075673.11_4" 0 0
"ENSG00000075702.18_6" 371 90
"ENSG00000075711.21_8" 6104 3299
"ENSG00000075785.13_4" 38310 58149
"ENSG00000075790.10_7" 190 0
"ENSG00000075826.17_6" 2809 8345
"ENSG00000075856.12_8" 10977 5507
"ENSG00000075884.14_7" 21658 14703
"ENSG00000075886.11_4" 552 0
"ENSG00000075891.22_4" 0 0
"ENSG00000075914.13_5" 2453 804
"ENSG00000075945.13_5" 2303 1015
"ENSG00000075975.16_4" 6564 1576
"ENSG00000076003.5_5" 3494 8272
"ENSG00000076043.10_7" 2707 1085
"ENSG00000076053.10_4" 3226 1662
"ENSG00000076067.13_5" 1434 3146
"ENSG00000076108.11_9" 22827 24743
"ENSG00000076201.15_5" 7336 5833
"ENSG00000076242.16_6" 5773 4412
"ENSG00000076248.11_6" 2716 542
"ENSG00000076258.10_4" 340 0
"ENSG00000076321.11_5" 3484 3480
"ENSG00000076344.16_7" 0 0
"ENSG00000076351.13_8" 12 0
"ENSG00000076356.7_5" 454 1166
"ENSG00000076382.17_8" 571 2617
"ENSG00000076513.17_5" 24998 31754
"ENSG00000076554.15_7" 6216 1942
"ENSG00000076555.15_6" 575 3722
"ENSG00000076604.15_5" 1834 770
"ENSG00000076641.4_5" 17468 28082
"ENSG00000076650.7_4" 3194 3376
"ENSG00000076662.10_6" 11814 17097
"ENSG00000076685.18_7" 7042 9745
"ENSG00000076706.17_7" 0 0
"ENSG00000076716.9_5" 0 0
"ENSG00000076770.14_6" 7725 18021
"ENSG00000076826.9_3" 638 0
"ENSG00000076864.19_8" 202 948
"ENSG00000076924.12_5" 9007 14630
"ENSG00000076928.18_4" 96600 90103
"ENSG00000076944.16_7" 24060 24922
"ENSG00000076984.17_3" 6839 8684
"ENSG00000077009.13_3" 0 0
"ENSG00000077044.10_4" 20204 21874
"ENSG00000077063.11_8" 0 0
"ENSG00000077080.10_5" 0 0
"ENSG00000077092.19_6" 0 0
"ENSG00000077097.15_9" 24601 22421
"ENSG00000077147.16_8" 17337 17153
"ENSG00000077150.20_7" 20555 18771
"ENSG00000077152.11_7" 508 230
"ENSG00000077157.22_8" 12149 14652
