"Geneid" "HG002" "HG003"
"ENSG00000250350.1_5" 0 0
"ENSG00000250351.1_6" 0 0
"ENSG00000250354.1_6" 0 0
"ENSG00000250356.1_4" 0 0
"ENSG00000250357.1_6" 0 0
"ENSG00000250358.6_6" 0 0
"ENSG00000250359.1_5" 0 0
"ENSG00000250360.1_7" 0 0
"ENSG00000250361.9_8" 0 0
"ENSG00000250362.1_6" 0 0
"ENSG00000250363.1_4" 0 0
"ENSG00000250365.7_7" 0 0
"ENSG00000250371.1_7" 0 0
"ENSG00000250372.1_4" 0 0
"ENSG00000250374.4_5" 0 0
"ENSG00000250375.2_9" 0 0
"ENSG00000250376.1_5" 0 0
"ENSG00000250377.2_8" 0 0
"ENSG00000250378.4_8" 0 0
"ENSG00000250379.1_7" 0 0
"ENSG00000250381.1_6" 0 0
"ENSG00000250383.1_7" 0 0
"ENSG00000250384.1_4" 0 0
"ENSG00000250385.2_8" 0 0
"ENSG00000250386.1_6" 0 0
"ENSG00000250389.1_4" 0 0
"ENSG00000250390.2_6" 0 0
"ENSG00000250391.1_5" 0 0
"ENSG00000250392.2_8" 0 0
"ENSG00000250393.1_5" 0 0
"ENSG00000250398.1_6" 0 0
"ENSG00000250402.1" 0 0
"ENSG00000250403.1_6" 0 0
"ENSG00000250405.2_6" 0 0
"ENSG00000250406.2_7" 0 0
"ENSG00000250407.1_6" 0 0
"ENSG00000250409.1_6" 0 0
"ENSG00000250410.1_6" 0 0
"ENSG00000250412.1_5" 0 0
"ENSG00000250413.1_7" 0 0
"ENSG00000250415.1_8" 0 0
"ENSG00000250416.2_5" 0 0
"ENSG00000250417.1_6" 0 0
"ENSG00000250418.1_9" 0 0
"ENSG00000250421.5_8" 0 0
"ENSG00000250422.1_5" 0 0
"ENSG00000250423.2_4" 0 0
"ENSG00000250424.4_8" 0 0
"ENSG00000250425.1_4" 0 0
"ENSG00000250426.2_3" 0 0
"ENSG00000250427.1_5" 0 0
"ENSG00000250428.1_5" 0 0
"ENSG00000250430.1_6" 0 0
"ENSG00000250431.1_7" 0 0
"ENSG00000250432.5_7" 0 0
"ENSG00000250436.1_6" 0 0
"ENSG00000250437.1_5" 0 0
"ENSG00000250438.1_6" 0 0
"ENSG00000250441.1_6" 0 0
"ENSG00000250442.1_4" 0 0
"ENSG00000250444.1_2" 0 0
"ENSG00000250446.1_6" 0 0
"ENSG00000250447.6_9" 0 0
"ENSG00000250448.1_6" 0 0
"ENSG00000250451.5_6" 0 0
"ENSG00000250453.2_8" 0 0
"ENSG00000250455.1_5" 0 0
"ENSG00000250456.1_7" 0 0
"ENSG00000250458.2_6" 0 0
"ENSG00000250464.1_6" 0 0
"ENSG00000250467.1_8" 0 0
"ENSG00000250470.1_7" 0 0
"ENSG00000250471.2_5" 0 0
"ENSG00000250473.1_4" 0 0
"ENSG00000250475.1_6" 0 0
"ENSG00000250476.1_4" 0 0
"ENSG00000250480.3_7" 0 0
"ENSG00000250481.2_8" 0 0
"ENSG00000250482.3_5" 0 0
"ENSG00000250483.1_4" 0 0
"ENSG00000250484.2_6" 0 0
"ENSG00000250485.1_4" 0 0
"ENSG00000250486.4_3" 0 0
"ENSG00000250490.1_6" 0 0
"ENSG00000250493.2_7" 0 0
"ENSG00000250494.1_5" 0 0
"ENSG00000250496.2_5" 0 0
"ENSG00000250497.1_3" 0 0
"ENSG00000250500.1_6" 0 0
"ENSG00000250501.3_8" 0 0
"ENSG00000250503.1_8" 0 0
"ENSG00000250504.2_3" 0 0
"ENSG00000250505.1_2" 0 0
"ENSG00000250507.1_7" 0 0
"ENSG00000250508.1_7" 0 0
"ENSG00000250509.2_8" 0 0
"ENSG00000250511.1_8" 0 0
"ENSG00000250514.1_6" 0 0
"ENSG00000250515.1_7" 0 0
"ENSG00000250516.1_5" 0 0
"ENSG00000250517.2_5" 0 0
"ENSG00000250522.1_8" 0 0
"ENSG00000250523.1_5" 0 0
"ENSG00000250524.1_7" 0 0
"ENSG00000250529.1_6" 0 0
"ENSG00000250532.1_7" 0 0
"ENSG00000250535.1_5" 0 0
"ENSG00000250538.6_8" 0 0
"ENSG00000250539.1_4" 0 0
"ENSG00000250540.1_6" 0 0
"ENSG00000250541.1_7" 0 0
"ENSG00000250543.1_7" 0 0
"ENSG00000250544.2_6" 0 0
"ENSG00000250546.6_8" 0 0
"ENSG00000250547.1_5" 0 0
"ENSG00000250550.3_4" 0 0
"ENSG00000250551.1_6" 0 0
"ENSG00000250555.2_8" 0 0
"ENSG00000250556.1_4" 0 0
"ENSG00000250560.2_6" 0 0
"ENSG00000250561.2_5" 0 0
"ENSG00000250562.1_4" 0 0
"ENSG00000250563.1_4" 0 0
"ENSG00000250564.2_8" 0 0
"ENSG00000250567.1_7" 0 0
"ENSG00000250572.1_7" 0 0
"ENSG00000250573.1_5" 0 0
"ENSG00000250574.1_5" 0 0
"ENSG00000250576.1_7" 0 0
"ENSG00000250577.1_7" 0 0
"ENSG00000250579.2_8" 0 0
"ENSG00000250580.1_4" 0 0
"ENSG00000250582.1_7" 0 0
"ENSG00000250583.1_8" 0 0
"ENSG00000250584.3_8" 0 0
"ENSG00000250585.3_7" 0 0
"ENSG00000250587.2_5" 0 0
"ENSG00000250590.6_8" 0 0
"ENSG00000250591.3_3" 0 0
"ENSG00000250592.1_8" 0 0
"ENSG00000250594.2_6" 0 0
"ENSG00000250596.2_7" 0 0
"ENSG00000250597.5_6" 0 0
"ENSG00000250600.1_7" 0 0
"ENSG00000250603.1_7" 0 0
"ENSG00000250604.1_7" 0 0
"ENSG00000250606.4" 0 0
"ENSG00000250609.1_5" 0 0
"ENSG00000250611.1_5" 0 0
"ENSG00000250612.2_7" 0 0
"ENSG00000250613.1_5" 0 0
"ENSG00000250615.1_7" 0 0
"ENSG00000250618.1_5" 0 0
"ENSG00000250619.1_6" 0 0
"ENSG00000250620.2_7" 0 0
"ENSG00000250622.1_5" 0 0
"ENSG00000250623.1_6" 0 0
"ENSG00000250624.1_4" 0 0
"ENSG00000250625.1_5" 0 0
"ENSG00000250626.3_8" 0 0
"ENSG00000250627.2_5" 0 0
"ENSG00000250629.1_6" 0 0
"ENSG00000250630.1_5" 0 0
"ENSG00000250632.1_6" 0 0
"ENSG00000250634.6_7" 0 0
"ENSG00000250636.1_6" 0 0
"ENSG00000250637.2_6" 0 0
"ENSG00000250640.2_4" 0 0
"ENSG00000250641.1_7" 0 0
"ENSG00000250642.3_7" 0 0
"ENSG00000250643.1_7" 0 0
"ENSG00000250644.3_8" 0 0
"ENSG00000250645.1_7" 0 0
"ENSG00000250646.1_7" 0 0
"ENSG00000250650.1_5" 0 0
"ENSG00000250655.1_5" 0 0
"ENSG00000250656.2_5" 0 0
"ENSG00000250657.1_7" 0 0
"ENSG00000250658.1_7" 0 0
"ENSG00000250665.1_7" 0 0
"ENSG00000250666.1_3" 0 0
"ENSG00000250667.1_6" 0 0
"ENSG00000250668.2_8" 0 0
"ENSG00000250669.1_5" 0 0
"ENSG00000250670.1_5" 0 0
"ENSG00000250672.1_5" 0 0
"ENSG00000250674.1_6" 0 0
"ENSG00000250677.1_5" 0 0
"ENSG00000250678.1_5" 0 0
"ENSG00000250681.1_6" 0 0
"ENSG00000250682.6_7" 0 0
"ENSG00000250684.4_6" 0 0
"ENSG00000250686.2_9" 0 0
"ENSG00000250692.1_6" 0 0
"ENSG00000250693.2_5" 0 0
"ENSG00000250694.1_7" 0 0
"ENSG00000250697.2_9" 0 0
"ENSG00000250698.1_6" 0 0
"ENSG00000250699.1_8" 0 0
"ENSG00000250703.1_5" 0 0
"ENSG00000250704.1_6" 0 0
"ENSG00000250705.1_6" 0 0
"ENSG00000250706.1_7" 0 0
"ENSG00000250708.2_7" 0 0
"ENSG00000250709.1_5" 0 0
"ENSG00000250710.3_3" 0 0
"ENSG00000250711.1_5" 0 0
"ENSG00000250712.1_6" 0 0
"ENSG00000250714.3_7" 0 0
"ENSG00000250715.1_6" 0 0
"ENSG00000250716.1_7" 0 0
"ENSG00000250719.2_9" 0 0
"ENSG00000250721.1_4" 0 0
"ENSG00000250723.7_9" 0 0
"ENSG00000250725.2_6" 0 0
"ENSG00000250726.1_5" 0 0
"ENSG00000250727.1_5" 0 0
"ENSG00000250728.1_4" 0 0
"ENSG00000250730.2_5" 0 0
"ENSG00000250732.1_4" 0 0
"ENSG00000250733.5_3" 0 0
"ENSG00000250734.2_8" 0 0
"ENSG00000250735.5_6" 0 0
"ENSG00000250739.1_3" 0 0
"ENSG00000250740.1_7" 0 0
"ENSG00000250741.6_7" 0 0
"ENSG00000250742.4_8" 0 0
"ENSG00000250745.2_6" 0 0
"ENSG00000250747.1_5" 0 0
"ENSG00000250748.6_7" 0 0
"ENSG00000250749.1_5" 0 0
"ENSG00000250750.1_2" 0 0
"ENSG00000250752.2_5" 0 0
"ENSG00000250753.2_6" 0 0
"ENSG00000250754.6_9" 0 0
"ENSG00000250756.1_5" 0 0
"ENSG00000250761.2_8" 0 0
"ENSG00000250762.1_6" 0 0
"ENSG00000250764.1_7" 0 0
"ENSG00000250765.6_7" 0 0
"ENSG00000250767.1_5" 0 0
"ENSG00000250768.1_5" 0 0
"ENSG00000250769.2_7" 0 0
"ENSG00000250770.3_9" 0 0
"ENSG00000250772.6_7" 0 0
"ENSG00000250775.2_8" 0 0
"ENSG00000250777.2_8" 0 0
"ENSG00000250778.1_7" 0 0
"ENSG00000250781.2_8" 0 0
"ENSG00000250782.1_6" 0 0
"ENSG00000250786.2_6" 0 0
"ENSG00000250787.1_5" 0 0
"ENSG00000250788.1_3" 0 0
"ENSG00000250791.2_8" 0 0
"ENSG00000250794.2_5" 0 0
"ENSG00000250796.1_5" 0 0
"ENSG00000250799.10_5" 0 0
"ENSG00000250801.2_8" 0 0
"ENSG00000250803.6_9" 0 0
"ENSG00000250804.1_5" 0 0
"ENSG00000250806.2_7" 0 0
"ENSG00000250808.1_5" 0 0
"ENSG00000250812.2_6" 0 0
"ENSG00000250813.1_4" 0 0
"ENSG00000250814.3_8" 0 0
"ENSG00000250815.1_5" 0 0
"ENSG00000250816.1_4" 0 0
"ENSG00000250819.2_8" 0 0
"ENSG00000250820.1_8" 0 0
"ENSG00000250821.2_8" 0 0
"ENSG00000250822.1_6" 0 0
"ENSG00000250826.2_5" 0 0
"ENSG00000250827.1_5" 0 0
"ENSG00000250828.2_6" 0 0
"ENSG00000250829.2_7" 0 0
"ENSG00000250830.1_4" 0 0
"ENSG00000250833.1_2" 0 0
"ENSG00000250834.1_2" 0 0
"ENSG00000250835.1_4" 0 0
"ENSG00000250838.1_8" 0 0
"ENSG00000250839.1_5" 0 0
"ENSG00000250842.1_7" 0 0
"ENSG00000250844.2_6" 0 0
"ENSG00000250846.6_5" 0 0
"ENSG00000250847.1_5" 0 0
"ENSG00000250853.1_4" 0 0
"ENSG00000250855.1_6" 0 0
"ENSG00000250857.3_5" 0 0
"ENSG00000250858.1_4" 0 0
"ENSG00000250859.1_4" 0 0
"ENSG00000250860.1_5" 0 0
"ENSG00000250862.1_5" 0 0
"ENSG00000250863.2_8" 0 0
"ENSG00000250865.1_7" 0 0
"ENSG00000250866.1_8" 0 0
"ENSG00000250867.2" 0 0
"ENSG00000250868.4_6" 0 0
"ENSG00000250869.2_7" 0 0
"ENSG00000250874.1_6" 0 0
"ENSG00000250877.1_6" 0 0
"ENSG00000250882.1_6" 0 0
"ENSG00000250884.1_3" 0 0
"ENSG00000250885.1_6" 0 0
"ENSG00000250886.1_6" 0 0
"ENSG00000250887.1_8" 0 0
"ENSG00000250888.1_6" 0 0
"ENSG00000250890.1_5" 0 0
"ENSG00000250891.2_8" 0 0
"ENSG00000250892.1_6" 0 0
"ENSG00000250893.1_6" 0 0
"ENSG00000250894.1" 0 0
"ENSG00000250895.1_5" 0 0
"ENSG00000250897.2_5" 0 0
"ENSG00000250899.3_7" 0 0
"ENSG00000250900.6_8" 0 0
"ENSG00000250902.1_7" 0 0
"ENSG00000250905.1_6" 0 0
"ENSG00000250906.1_7" 0 0
"ENSG00000250908.1_8" 0 0
"ENSG00000250909.1_6" 0 0
"ENSG00000250910.8_9" 0 0
"ENSG00000250913.2_4" 0 0
"ENSG00000250914.1_5" 0 0
"ENSG00000250915.2_8" 0 0
"ENSG00000250917.1_8" 0 0
"ENSG00000250919.1_4" 0 0
"ENSG00000250920.3_9" 0 0
"ENSG00000250921.2_6" 0 0
"ENSG00000250922.1_3" 0 0
"ENSG00000250923.1_5" 0 0
"ENSG00000250927.1_4" 0 0
"ENSG00000250928.1_5" 0 0
"ENSG00000250929.2_6" 0 0
"ENSG00000250930.5_7" 0 0
"ENSG00000250933.1_2" 0 0
"ENSG00000250934.2_7" 0 0
"ENSG00000250938.6_8" 0 0
"ENSG00000250939.2_6" 0 0
"ENSG00000250940.1_6" 0 0
"ENSG00000250942.1_4" 0 0
"ENSG00000250945.1_7" 0 0
"ENSG00000250946.2_5" 0 0
"ENSG00000250947.1_6" 0 0
"ENSG00000250949.1_6" 0 0
"ENSG00000250951.1_4" 0 0
"ENSG00000250954.6_8" 0 0
"ENSG00000250955.1_8" 0 0
"ENSG00000250956.1_5" 0 0
"ENSG00000250957.1_8" 0 0
"ENSG00000250958.1_6" 0 0
"ENSG00000250962.1_5" 0 0
"ENSG00000250968.1_7" 0 0
"ENSG00000250969.1_7" 0 0
"ENSG00000250971.3_8" 0 0
"ENSG00000250972.1_4" 0 0
"ENSG00000250973.1_5" 0 0
"ENSG00000250974.4_7" 0 0
"ENSG00000250976.1_7" 0 0
"ENSG00000250977.1_7" 0 0
"ENSG00000250978.5_8" 0 0
"ENSG00000250980.1_6" 0 0
"ENSG00000250981.1_8" 0 0
"ENSG00000250982.2_5" 0 0
"ENSG00000250983.1_6" 0 0
"ENSG00000250984.1_5" 0 0
"ENSG00000250986.1_6" 0 0
"ENSG00000250990.1_8" 0 0
"ENSG00000250992.2_8" 0 0
"ENSG00000250993.1_8" 0 0
"ENSG00000250994.1_3" 0 0
"ENSG00000250997.1_5" 0 0
"ENSG00000250999.2_8" 0 0
"ENSG00000251001.1_6" 0 0
"ENSG00000251003.9_7" 0 0
"ENSG00000251005.1_6" 0 0
"ENSG00000251007.2" 0 0
"ENSG00000251008.1_2" 0 0
"ENSG00000251010.1_6" 0 0
"ENSG00000251011.6_8" 0 0
"ENSG00000251012.2_7" 0 0
"ENSG00000251013.1_4" 0 0
"ENSG00000251014.1_5" 0 0
"ENSG00000251015.1_5" 0 0
"ENSG00000251017.1_5" 0 0
"ENSG00000251018.2_7" 0 0
"ENSG00000251019.1_4" 0 0
"ENSG00000251025.1_5" 0 0
"ENSG00000251026.2_6" 0 0
"ENSG00000251027.2_7" 0 0
"ENSG00000251032.1_5" 0 0
"ENSG00000251033.1_8" 0 0
"ENSG00000251035.1_4" 0 0
"ENSG00000251038.1_6" 0 0
"ENSG00000251039.2_4" 0 0
"ENSG00000251040.1_6" 0 0
"ENSG00000251044.2_7" 0 0
"ENSG00000251045.1_8" 0 0
"ENSG00000251046.2_5" 0 0
"ENSG00000251048.1_7" 0 0
"ENSG00000251049.2_9" 0 0
"ENSG00000251050.1_5" 0 0
"ENSG00000251054.1_7" 0 0
"ENSG00000251055.2_7" 0 0
"ENSG00000251056.1_5" 0 0
"ENSG00000251058.1_7" 0 0
"ENSG00000251059.6_7" 0 0
"ENSG00000251061.2_7" 0 0
"ENSG00000251062.1_5" 0 0
"ENSG00000251066.1_5" 0 0
"ENSG00000251070.1" 0 0
"ENSG00000251074.1_6" 0 0
"ENSG00000251076.1_6" 0 0
"ENSG00000251078.1_4" 0 0
"ENSG00000251079.2" 0 0
"ENSG00000251080.1_7" 0 0
"ENSG00000251081.1_6" 0 0
"ENSG00000251087.3_5" 0 0
"ENSG00000251088.1_7" 0 0
"ENSG00000251090.2_4" 0 0
"ENSG00000251093.1_6" 0 0
"ENSG00000251095.7_8" 0 0
"ENSG00000251099.2_6" 0 0
"ENSG00000251101.1_5" 0 0
"ENSG00000251105.1_5" 0 0
"ENSG00000251106.1_5" 0 0
"ENSG00000251107.1_4" 0 0
"ENSG00000251108.1_4" 0 0
"ENSG00000251112.2_6" 0 0
"ENSG00000251113.2_7" 0 0
"ENSG00000251118.1_7" 0 0
"ENSG00000251122.1_4" 0 0
"ENSG00000251123.1_5" 0 0
"ENSG00000251125.1_6" 0 0
"ENSG00000251126.2_9" 0 0
"ENSG00000251127.2_7" 0 0
"ENSG00000251128.1_7" 0 0
"ENSG00000251129.2_7" 0 0
"ENSG00000251132.1_6" 0 0
"ENSG00000251135.2_3" 0 0
"ENSG00000251137.1_4" 0 0
"ENSG00000251138.7_10" 0 0
"ENSG00000251142.1_5" 0 0
"ENSG00000251144.1_7" 0 0
"ENSG00000251147.1_8" 0 0
"ENSG00000251148.1_6" 0 0
"ENSG00000251149.1_4" 0 0
"ENSG00000251151.2_6" 0 0
"ENSG00000251152.1_6" 0 0
"ENSG00000251154.1_6" 0 0
"ENSG00000251155.2_6" 0 0
"ENSG00000251158.1_6" 0 0
"ENSG00000251162.1_6" 0 0
"ENSG00000251163.1_5" 0 0
"ENSG00000251165.6_9" 0 0
"ENSG00000251166.1_2" 0 0
"ENSG00000251168.1_6" 0 0
"ENSG00000251169.2_6" 0 0
"ENSG00000251170.6_7" 0 0
"ENSG00000251171.1_6" 0 0
"ENSG00000251172.1_5" 0 0
"ENSG00000251173.1_8" 0 0
"ENSG00000251174.1_4" 0 0
"ENSG00000251175.5_8" 0 0
"ENSG00000251176.1_7" 0 0
"ENSG00000251177.2_7" 0 0
"ENSG00000251178.1_4" 0 0
"ENSG00000251179.1_7" 0 0
"ENSG00000251182.2_7" 0 0
"ENSG00000251183.1_6" 0 0
"ENSG00000251184.1_9" 0 0
"ENSG00000251185.1_8" 0 0
"ENSG00000251186.1_8" 0 0
"ENSG00000251187.5_6" 0 0
"ENSG00000251188.1_5" 0 0
"ENSG00000251189.1_6" 0 0
"ENSG00000251191.8_7" 0 0
"ENSG00000251193.1_6" 0 0
"ENSG00000251195.1_5" 0 0
"ENSG00000251196.1_6" 0 0
"ENSG00000251200.2_7" 0 0
"ENSG00000251201.8_5" 0 0
"ENSG00000251203.1_6" 0 0
"ENSG00000251204.1_5" 0 0
"ENSG00000251206.1_6" 0 0
"ENSG00000251210.6_8" 0 0
"ENSG00000251211.1_5" 0 0
"ENSG00000251212.1_4" 0 0
"ENSG00000251213.1_8" 0 0
"ENSG00000251214.1_6" 0 0
"ENSG00000251216.2_8" 0 0
"ENSG00000251218.1_6" 0 0
"ENSG00000251219.2_8" 0 0
"ENSG00000251220.2_5" 0 0
"ENSG00000251221.1_6" 0 0
"ENSG00000251223.1_4" 0 0
"ENSG00000251224.1_7" 0 0
"ENSG00000251226.1_8" 0 0
"ENSG00000251228.1_5" 0 0
"ENSG00000251234.1_5" 0 0
"ENSG00000251235.3_4" 0 0
"ENSG00000251236.1_5" 0 0
"ENSG00000251237.1_4" 0 0
"ENSG00000251239.1_7" 0 0
"ENSG00000251243.1_2" 0 0
"ENSG00000251244.2_7" 0 0
"ENSG00000251246.1_7" 0 0
"ENSG00000251248.1_6" 0 0
"ENSG00000251249.2_7" 0 0
"ENSG00000251250.3_8" 0 0
"ENSG00000251252.1_4" 0 0
"ENSG00000251253.1_5" 0 0
"ENSG00000251254.1_4" 0 0
"ENSG00000251256.1_6" 0 0
"ENSG00000251257.2_8" 0 0
"ENSG00000251258.2_5" 0 0
"ENSG00000251260.2_8" 0 0
"ENSG00000251261.4_3" 0 0
"ENSG00000251264.1_7" 0 0
"ENSG00000251266.2_7" 0 0
"ENSG00000251270.1_7" 0 0
"ENSG00000251271.3_5" 0 0
"ENSG00000251273.4_9" 0 0
"ENSG00000251276.1_6" 0 0
"ENSG00000251278.1_5" 0 0
"ENSG00000251279.1_8" 0 0
"ENSG00000251281.1_8" 0 0
"ENSG00000251283.1_7" 0 0
"ENSG00000251284.2_6" 0 0
"ENSG00000251285.2_7" 0 0
"ENSG00000251286.2_6" 0 0
"ENSG00000251288.2_7" 0 0
"ENSG00000251291.2_7" 0 0
"ENSG00000251292.1_6" 0 0
"ENSG00000251293.1_7" 0 0
"ENSG00000251294.1_6" 0 0
"ENSG00000251296.1_5" 0 0
"ENSG00000251297.1_4" 0 0
"ENSG00000251298.1_7" 0 0
"ENSG00000251299.1_4" 0 0
"ENSG00000251300.1_5" 0 0
"ENSG00000251303.1_4" 0 0
"ENSG00000251306.1_4" 0 0
"ENSG00000251307.1_6" 0 0
"ENSG00000251308.1_4" 0 0
"ENSG00000251309.1_7" 0 0
"ENSG00000251310.1_6" 0 0
"ENSG00000251311.1_6" 0 0
"ENSG00000251312.2_6" 0 0
"ENSG00000251313.1_5" 0 0
"ENSG00000251314.2_7" 0 0
"ENSG00000251320.1_6" 0 0
"ENSG00000251321.1_5" 0 0
"ENSG00000251322.9_6" 0 0
"ENSG00000251324.1_7" 0 0
"ENSG00000251325.1_7" 0 0
"ENSG00000251326.2_7" 0 0
"ENSG00000251329.1_6" 0 0
"ENSG00000251332.1_5" 0 0
"ENSG00000251334.2_6" 0 0
"ENSG00000251336.1_9" 0 0
"ENSG00000251338.1_5" 0 0
"ENSG00000251339.6_8" 0 0
"ENSG00000251340.1_4" 0 0
"ENSG00000251342.1_5" 0 0
"ENSG00000251345.2_6" 0 0
"ENSG00000251347.2_5" 0 0
"ENSG00000251348.1_4" 0 0
"ENSG00000251349.3_4" 0 0
"ENSG00000251350.2_7" 0 0
"ENSG00000251352.1_5" 0 0
"ENSG00000251353.1_4" 0 0
"ENSG00000251354.3_7" 0 0
"ENSG00000251356.1_5" 0 0
"ENSG00000251357.4_7" 0 0
"ENSG00000251359.4_5" 0 0
"ENSG00000251360.2_6" 0 0
"ENSG00000251361.1_7" 0 0
"ENSG00000251363.3_8" 0 0
"ENSG00000251365.4_8" 0 0
"ENSG00000251366.1_4" 0 0
"ENSG00000251367.1_6" 0 0
"ENSG00000251368.1_5" 0 0
"ENSG00000251371.1_6" 0 0
"ENSG00000251372.6_8" 0 0
"ENSG00000251373.1_5" 0 0
"ENSG00000251374.1_5" 0 0
"ENSG00000251376.1_7" 0 0
"ENSG00000251377.2_8" 0 0
"ENSG00000251378.1_5" 0 0
"ENSG00000251379.1_8" 0 0
"ENSG00000251380.3_4" 0 0
"ENSG00000251383.1_6" 0 0
"ENSG00000251385.2_5" 0 0
"ENSG00000251387.1_7" 0 0
"ENSG00000251388.1_7" 0 0
"ENSG00000251389.1_5" 0 0
"ENSG00000251391.5_8" 0 0
"ENSG00000251395.1_4" 0 0
"ENSG00000251396.7_7" 0 0
"ENSG00000251398.2_7" 0 0
"ENSG00000251399.1_6" 0 0
"ENSG00000251400.1_4" 0 0
"ENSG00000251401.2_6" 0 0
"ENSG00000251402.3_4" 0 0
"ENSG00000251407.1_4" 0 0
"ENSG00000251408.1_7" 0 0
"ENSG00000251409.1_5" 0 0
"ENSG00000251410.2_5" 0 0
"ENSG00000251412.1_7" 0 0
"ENSG00000251413.1_8" 0 0
"ENSG00000251416.1_7" 0 0
"ENSG00000251418.2_5" 0 0
"ENSG00000251419.1_5" 0 0
"ENSG00000251421.2_8" 0 0
"ENSG00000251423.3_8" 0 0
"ENSG00000251424.1_5" 0 0
"ENSG00000251426.1_8" 0 0
"ENSG00000251427.1_5" 0 0
"ENSG00000251430.1_6" 0 0
"ENSG00000251431.1_6" 0 0
"ENSG00000251433.1_4" 0 0
"ENSG00000251434.1_6" 0 0
"ENSG00000251435.1_5" 0 0
"ENSG00000251436.2_6" 0 0
"ENSG00000251437.1_4" 0 0
"ENSG00000251438.1_7" 0 0
"ENSG00000251439.1_5" 0 0
"ENSG00000251440.2_5" 0 0
"ENSG00000251443.2_7" 0 0
"ENSG00000251445.1_6" 0 0
"ENSG00000251446.1_7" 0 0
"ENSG00000251447.1_5" 0 0
"ENSG00000251448.2_10" 0 0
"ENSG00000251449.2_5" 0 0
"ENSG00000251451.1_5" 0 0
"ENSG00000251452.2_6" 0 0
"ENSG00000251453.1_4" 0 0
"ENSG00000251454.1_9" 0 0
"ENSG00000251455.1_6" 0 0
"ENSG00000251456.1_7" 0 0
"ENSG00000251458.1_7" 0 0
"ENSG00000251459.2_7" 0 0
"ENSG00000251460.1_6" 0 0
"ENSG00000251461.3_9" 0 0
"ENSG00000251463.2_5" 0 0
"ENSG00000251464.2_5" 0 0
"ENSG00000251468.2_6" 0 0
"ENSG00000251470.1_4" 0 0
"ENSG00000251471.1_6" 0 0
"ENSG00000251473.2_6" 0 0
"ENSG00000251476.2_5" 0 0
"ENSG00000251477.1_6" 0 0
"ENSG00000251478.1_6" 0 0
"ENSG00000251482.1_4" 0 0
"ENSG00000251483.2_5" 0 0
"ENSG00000251484.3_7" 0 0
"ENSG00000251487.1_8" 0 0
"ENSG00000251488.1_7" 0 0
"ENSG00000251489.2_6" 0 0
"ENSG00000251490.1_7" 0 0
"ENSG00000251491.2_3" 0 0
"ENSG00000251492.1_5" 0 0
"ENSG00000251493.5_6" 0 0
"ENSG00000251498.1_6" 0 0
"ENSG00000251501.1_5" 0 0
"ENSG00000251503.8_7" 0 0
"ENSG00000251504.1_6" 0 0
"ENSG00000251506.1_7" 0 0
"ENSG00000251508.1_6" 0 0
"ENSG00000251510.1_4" 0 0
"ENSG00000251511.1_6" 0 0
"ENSG00000251515.1_4" 0 0
"ENSG00000251516.1_6" 0 0
"ENSG00000251517.1_6" 0 0
"ENSG00000251518.1_5" 0 0
"ENSG00000251520.1_6" 0 0
"ENSG00000251521.2_6" 0 0
"ENSG00000251523.1_6" 0 0
"ENSG00000251525.6_4" 0 0
"ENSG00000251526.1_7" 0 0
"ENSG00000251527.1_6" 0 0
"ENSG00000251529.1_6" 0 0
"ENSG00000251533.2_6" 0 0
"ENSG00000251535.1_5" 0 0
"ENSG00000251536.2_8" 0 0
"ENSG00000251537.4_8" 0 0
"ENSG00000251538.7_7" 0 0
"ENSG00000251539.1_4" 0 0
"ENSG00000251542.1_5" 0 0
"ENSG00000251543.1_6" 0 0
"ENSG00000251544.1_4" 0 0
"ENSG00000251545.2_6" 0 0
"ENSG00000251549.2_6" 0 0
"ENSG00000251550.1_6" 0 0
"ENSG00000251552.1_4" 0 0
"ENSG00000251553.1_4" 0 0
"ENSG00000251554.1" 0 0
"ENSG00000251555.1_7" 0 0
"ENSG00000251557.2_5" 0 0
"ENSG00000251563.1_4" 0 0
"ENSG00000251566.1_4" 0 0
"ENSG00000251567.5_8" 0 0
"ENSG00000251568.1_4" 0 0
"ENSG00000251569.1_6" 0 0
"ENSG00000251571.1_5" 0 0
"ENSG00000251572.2_6" 0 0
"ENSG00000251573.2_7" 0 0
"ENSG00000251574.8_10" 0 0
"ENSG00000251575.3_7" 0 0
"ENSG00000251576.1_6" 0 0
"ENSG00000251577.5_8" 0 0
"ENSG00000251583.1_7" 0 0
"ENSG00000251584.2_7" 0 0
"ENSG00000251585.1_6" 0 0
"ENSG00000251587.1_5" 0 0
"ENSG00000251588.2_6" 0 0
"ENSG00000251590.1_5" 0 0
"ENSG00000251591.2_6" 0 0
"ENSG00000251596.1_4" 0 0
"ENSG00000251597.1_4" 0 0
"ENSG00000251598.2_10" 0 0
"ENSG00000251599.1_7" 0 0
"ENSG00000251601.1_7" 0 0
"ENSG00000251602.7_8" 0 0
"ENSG00000251604.1_5" 0 0
"ENSG00000251605.1_6" 0 0
"ENSG00000251608.2_6" 0 0
"ENSG00000251610.2_7" 0 0
"ENSG00000251611.1_7" 0 0
"ENSG00000251614.1_4" 0 0
"ENSG00000251616.1_7" 0 0
"ENSG00000251618.1_5" 0 0
"ENSG00000251619.1_7" 0 0
"ENSG00000251620.3_8" 0 0
"ENSG00000251621.1_9" 0 0
"ENSG00000251624.1_5" 2 2
